,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,2718円,135分,102.7%,4159件
1,850-899,2716円,133分,102.7%,3906件
2,900-949,3137円,130分,103.2%,3828件
3,950-999,3011円,129分,103.1%,3613件
4,1000-1049,2958円,127分,103.1%,3625件
5,1050-1099,3261円,123分,103.5%,3418件
6,1100-1149,3328円,120分,103.7%,3323件
7,1150-1199,3537円,119分,104%,3214件
8,1200-1249,3710円,117分,104.2%,3091件
9,1250-1299,3697円,113分,104.3%,3074件
10,1300-1349,3627円,112分,104.3%,3039件
11,1350-1399,3993円,108分,104.9%,2937件
12,1400-1449,4053円,107分,105.1%,2891件
13,1450-1499,4330円,104分,105.5%,2848件
14,1500-1549,4304円,101分,105.7%,2757件
15,1550-1599,4381円,98分,105.9%,2703件
16,1600-1649,4627円,96分,106.4%,2702件
17,1650-1699,4615円,93分,106.6%,2601件
18,1700-1749,4874円,90分,107.2%,2467件
19,1750-1799,4593円,87分,107%,2518件
20,1800-1849,5030円,83分,108%,2481件
21,1850-1899,4606円,80分,107.6%,2235件
22,1900-1949,5399円,77分,109.4%,2334件
23,1950-1999,5603円,74分,110.1%,2223件
24,2000-2049,5426円,71分,110.2%,2159件
25,2050-2099,5452円,68分,110.7%,2119件
26,2100-2149,5588円,65分,111.4%,2076件
27,2150-2199,5658円,62分,112.3%,1990件
28,2200-2249,5901円,58分,113.5%,1918件
29,2250-2299,6544円,54分,116.2%,1923件
30,2300-2349,6326円,52分,116.2%,1866件
31,2350-2399,6637円,48分,118.4%,1784件
32,2400-2449,6992円,46分,120.3%,1814件
33,2450-2499,7449円,45分,122.3%,1732件
34,2500-2549,7270円,44分,121.8%,1450件
