,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2071円,139分,102%,25件
1,700-749,3416円,123分,103.7%,39件
2,750-799,2251円,149分,102%,52件
3,800-849,5188円,132分,105.2%,50件
4,850-899,2444円,134分,102.4%,54件
5,900-949,3123円,135分,103.1%,61件
6,950-999,3216円,130分,103.3%,79件
7,1000-1049,3406円,127分,103.6%,82件
8,1050-1099,3030円,127分,103.2%,101件
9,1100-1149,4313円,128分,104.5%,116件
10,1150-1199,3739円,122分,104.1%,122件
11,1200-1249,4704円,112分,105.6%,130件
12,1250-1299,4778円,115分,105.5%,135件
13,1300-1349,4825円,107分,106%,127件
14,1350-1399,4287円,109分,105.3%,135件
15,1400-1449,2929円,107分,103.6%,154件
16,1450-1499,3827円,104分,104.9%,138件
17,1500-1549,4605円,99分,106.2%,173件
18,1550-1599,4696円,97分,106.5%,152件
19,1600-1649,5322円,97分,107.4%,166件
20,1650-1699,5965円,95分,108.4%,161件
21,1700-1749,5481円,90分,108.2%,139件
22,1750-1799,4584円,86分,107.1%,165件
23,1800-1849,5292円,81分,108.7%,173件
24,1850-1899,4919円,79分,108.3%,155件
25,1900-1949,6345円,77分,111%,147件
26,1950-1999,5620円,74分,110.2%,119件
27,2000-2049,4189円,73分,107.7%,123件
28,2050-2099,6204円,69分,112%,123件
29,2100-2149,6421円,66分,112.9%,109件
30,2150-2199,6554円,59分,114.8%,132件
31,2200-2249,6453円,57分,115.2%,104件
32,2250-2299,7101円,51分,118.6%,103件
33,2300-2349,6502円,51分,117%,111件
34,2350-2399,7232円,46分,120.8%,98件
35,2400-2449,7399円,45分,121.8%,82件
36,2450-2499,7315円,45分,121.7%,95件
37,2500-2549,7877円,43分,124.5%,94件
38,2550-2599,7545円,42分,124.1%,80件
39,2600-2649,9318円,38分,132.4%,75件
40,2650-2699,9493円,37分,134%,66件
41,2700-2749,10497円,33分,142.1%,68件
42,2750-2799,11177円,33分,144.5%,93件
43,2800-2849,11596円,30分,152.3%,76件
44,2850-2899,13040円,27分,165.4%,61件
45,2900-2949,14258円,23分,181.6%,60件
