,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6491円,107分,108.1%,80件
1,1450-1499,6302円,102分,108.2%,89件
2,1500-1549,5329円,103分,106.9%,101件
3,1550-1599,6487円,99分,108.7%,99件
4,1600-1649,6948円,94分,109.8%,126件
5,1650-1699,7141円,94分,110.2%,107件
6,1700-1749,7787円,94分,111.1%,116件
7,1750-1799,8178円,91分,112%,103件
8,1800-1849,7081円,85分,111.1%,90件
9,1850-1899,7393円,80分,112.3%,126件
10,1900-1949,6889円,77分,112%,115件
11,1950-1999,6240円,76分,110.9%,103件
12,2000-2049,8933円,70分,116.9%,107件
13,2050-2099,6538円,68分,112.8%,75件
14,2100-2149,6255円,66分,112.6%,87件
15,2150-2199,7295円,65分,115%,68件
16,2200-2249,7194円,60分,116%,70件
17,2250-2299,7173円,54分,117.9%,73件
18,2300-2349,8782円,49分,123.9%,76件
19,2350-2399,8367円,46分,124.4%,61件
20,2400-2449,7291円,47分,120.5%,63件
21,2450-2499,8675円,45分,125.6%,67件
22,2500-2549,8562円,43分,126.3%,56件
23,2550-2599,9065円,43分,128.3%,68件
24,2600-2649,9043円,44分,127.7%,62件
25,2650-2699,10212円,38分,136%,53件
26,2700-2749,11428円,36分,142.9%,47件
27,2750-2799,11467円,32分,147.6%,44件
28,2800-2849,13050円,29分,160.6%,46件
29,2850-2899,13835円,28分,164.9%,59件
30,2900-2949,14599円,24分,180.3%,52件
