,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,-2074円,154分,98.2%,45件
1,550-599,-1085円,146分,99%,74件
2,600-649,-65円,142分,99.9%,101件
3,650-699,-988円,139分,99.1%,132件
4,700-749,101円,136分,100.1%,129件
5,750-799,168円,134分,100.2%,140件
6,800-849,12円,135分,100%,161件
7,850-899,-611円,135分,99.4%,196件
8,900-949,84円,130分,100.1%,189件
9,950-999,491円,129分,100.5%,193件
10,1000-1049,1646円,123分,101.8%,260件
11,1050-1099,1181円,122分,101.3%,229件
12,1100-1149,1376円,121分,101.5%,283件
13,1150-1199,1410円,121分,101.6%,267件
14,1200-1249,1615円,115分,101.9%,305件
15,1250-1299,769円,114分,100.9%,323件
16,1300-1349,1564円,113分,101.9%,312件
17,1350-1399,2004円,108分,102.5%,265件
18,1400-1449,1403円,110分,101.7%,278件
19,1450-1499,2222円,102分,102.9%,293件
20,1500-1549,1778円,102分,102.3%,286件
21,1550-1599,3062円,96分,104.3%,285件
22,1600-1649,2232円,93分,103.2%,275件
23,1650-1699,3990円,90分,105.9%,276件
24,1700-1749,4177円,89分,106.3%,296件
25,1750-1799,3571円,84分,105.6%,246件
26,1800-1849,3676円,82分,105.9%,252件
27,1850-1899,4101円,78分,107%,230件
28,1900-1949,4264円,74分,107.7%,230件
29,1950-1999,5291円,72分,109.9%,208件
30,2000-2049,4934円,69分,109.5%,201件
31,2050-2099,5078円,64分,110.7%,187件
32,2100-2149,5267円,63分,111.1%,185件
33,2150-2199,5777円,59分,113.2%,185件
34,2200-2249,4802円,58分,111.1%,175件
35,2250-2299,3343円,58分,107.7%,160件
36,2300-2349,5685円,49分,115.6%,155件
37,2350-2399,5608円,47分,115.8%,152件
38,2400-2449,6067円,45分,118.1%,152件
39,2450-2499,6458円,44分,119.5%,153件
40,2500-2549,6682円,42分,121.2%,127件
41,2550-2599,6919円,40分,123.2%,147件
42,2600-2649,7381円,40分,124.6%,121件
43,2650-2699,8716円,35分,133.1%,127件
44,2700-2749,9528円,34分,137.6%,100件
45,2750-2799,10030円,32分,142.4%,119件
46,2800-2849,10589円,31分,145.8%,104件
47,2850-2899,12017円,26分,162.8%,100件
48,2900-2949,13446円,22分,181.2%,91件
