,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-1972円,163分,98.4%,592件
1,150-199,-861円,160分,99.3%,1059件
2,200-249,-1686円,160分,98.6%,1493件
3,250-299,-1323円,157分,98.9%,1761件
4,300-349,-804円,154分,99.3%,1978件
5,350-399,-531円,152分,99.5%,2042件
6,400-449,-360円,149分,99.7%,2078件
7,450-499,-287円,150分,99.7%,2172件
8,500-549,-81円,147分,99.9%,2171件
9,550-599,-207円,146分,99.8%,2160件
10,600-649,-80円,143分,99.9%,2136件
11,650-699,887円,140分,100.8%,2149件
12,700-749,-33円,139分,100%,2480件
13,750-799,537円,136分,100.5%,2425件
14,800-849,325円,134分,100.3%,2420件
15,850-899,1021円,131分,101%,2269件
16,900-949,868円,130分,100.9%,2168件
17,950-999,1121円,128分,101.2%,1910件
18,1000-1049,1221円,126分,101.3%,1854件
19,1050-1099,1444円,125分,101.5%,1723件
20,1100-1149,1225円,119分,101.4%,1605件
21,1150-1199,1861円,119分,102.1%,1615件
22,1200-1249,2013円,116分,102.3%,1513件
23,1250-1299,2067円,115分,102.4%,1436件
24,1300-1349,2083円,111分,102.5%,1493件
25,1350-1399,2778円,107分,103.4%,1463件
26,1400-1449,2114円,104分,102.7%,1346件
27,1450-1499,2981円,103分,103.8%,1168件
28,1500-1549,3038円,101分,104%,1192件
29,1550-1599,3181円,99分,104.3%,1206件
30,1600-1649,3094円,95分,104.4%,1112件
31,1650-1699,3573円,91分,105.2%,1160件
32,1700-1749,3742円,88分,105.7%,1045件
33,1750-1799,4392円,85分,106.9%,1053件
34,1800-1849,3828円,82分,106.3%,1044件
35,1850-1899,4128円,80分,106.9%,949件
36,1900-1949,4186円,76分,107.4%,984件
37,1950-1999,4221円,75分,107.5%,939件
38,2000-2049,4731円,71分,108.9%,909件
39,2050-2099,5301円,67分,110.5%,850件
40,2100-2149,5155円,64分,110.7%,886件
41,2150-2199,5531円,61分,112%,791件
42,2200-2249,5180円,58分,111.9%,773件
43,2250-2299,5530円,55分,113.5%,717件
44,2300-2349,6040円,50分,116.2%,733件
45,2350-2399,5919円,47分,116.7%,717件
46,2400-2449,6261円,46分,118.2%,676件
47,2450-2499,7144円,44分,121.9%,734件
48,2500-2549,7630円,42分,124.5%,688件
49,2550-2599,7545円,40分,124.9%,676件
50,2600-2649,8425円,38分,129.2%,600件
51,2650-2699,8884円,37分,132.3%,592件
52,2700-2749,9666円,34分,137.9%,530件
53,2750-2799,10294円,32分,142.7%,482件
54,2800-2849,11310円,29分,152.2%,420件
55,2850-2899,12022円,26分,162.7%,364件
56,2900-2949,12958円,23分,175.4%,278件
