,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-804円,153分,99.3%,553件
1,350-399,-1582円,153分,98.6%,850件
2,400-449,-1812円,152分,98.4%,985件
3,450-499,-637円,148分,99.4%,1097件
4,500-549,-596円,146分,99.5%,1127件
5,550-599,-410円,142分,99.6%,1159件
6,600-649,-331円,143分,99.7%,1205件
7,650-699,-750円,141分,99.3%,1153件
8,700-749,-90円,140分,99.9%,1220件
9,750-799,-169円,136分,99.8%,1175件
10,800-849,936円,133分,100.9%,1125件
11,850-899,-213円,135分,99.8%,1331件
12,900-949,284円,129分,100.3%,1295件
13,950-999,370円,127分,100.4%,1341件
14,1000-1049,1167円,124分,101.3%,1192件
15,1050-1099,919円,122分,101%,1180件
16,1100-1149,1106円,122分,101.2%,1052件
17,1150-1199,1454円,118分,101.6%,1028件
18,1200-1249,1172円,118分,101.3%,915件
19,1250-1299,1190円,112分,101.4%,861件
20,1300-1349,1783円,111分,102.1%,882件
21,1350-1399,2347円,108分,102.9%,801件
22,1400-1449,1764円,106分,102.2%,754件
23,1450-1499,2033円,105分,102.6%,789件
24,1500-1549,2991円,98分,104.1%,802件
25,1550-1599,2636円,96分,103.7%,748件
26,1600-1649,3366円,95分,104.7%,629件
27,1650-1699,3248円,92分,104.7%,630件
28,1700-1749,3495円,89分,105.2%,628件
29,1750-1799,3145円,86分,104.9%,612件
30,1800-1849,3474円,83分,105.6%,615件
31,1850-1899,3932円,79分,106.7%,569件
32,1900-1949,3996円,77分,107%,546件
33,1950-1999,4159円,71分,107.8%,542件
34,2000-2049,4303円,69分,108.3%,511件
35,2050-2099,4197円,66分,108.5%,508件
36,2100-2149,4507円,65分,109.3%,488件
37,2150-2199,4901円,60分,110.9%,476件
38,2200-2249,5309円,56分,112.7%,462件
39,2250-2299,5457円,54分,113.5%,462件
40,2300-2349,5727円,50分,115.4%,422件
41,2350-2399,5711円,48分,115.7%,407件
42,2400-2449,5777円,46分,116.8%,372件
43,2450-2499,6594円,44分,120%,386件
44,2500-2549,6807円,42分,121.4%,371件
45,2550-2599,7449円,41分,124.3%,358件
46,2600-2649,8040円,39分,127.8%,389件
47,2650-2699,8750円,36分,132.2%,350件
48,2700-2749,9220円,34分,136.6%,372件
49,2750-2799,10250円,32分,143.3%,325件
50,2800-2849,10781円,29分,150.1%,307件
51,2850-2899,11823円,25分,161.9%,282件
52,2900-2949,12703円,22分,176.6%,247件
