,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2481円,143分,102.3%,960件
1,750-799,2993円,140分,102.9%,987件
2,800-849,2739円,138分,102.7%,964件
3,850-899,3847円,134分,103.8%,927件
4,900-949,2843円,134分,102.8%,1114件
5,950-999,3506円,128分,103.6%,1075件
6,1000-1049,3328円,127分,103.5%,1127件
7,1050-1099,3867円,124分,104.2%,975件
8,1100-1149,3746円,121分,104.1%,1001件
9,1150-1199,3828円,122分,104.2%,869件
10,1200-1249,4323円,118分,104.9%,870件
11,1250-1299,4365円,117分,105%,760件
12,1300-1349,3658円,112分,104.4%,690件
13,1350-1399,4198円,110分,105.1%,705件
14,1400-1449,5136円,108分,106.4%,668件
15,1450-1499,4207円,106分,105.3%,623件
16,1500-1549,4514円,104分,105.8%,643件
17,1550-1599,5249円,98分,107.1%,654件
18,1600-1649,5217円,95分,107.3%,634件
19,1650-1699,5864円,94分,108.3%,532件
20,1700-1749,5312円,91分,107.8%,519件
21,1750-1799,5812円,88分,108.8%,531件
22,1800-1849,5429円,85分,108.5%,508件
23,1850-1899,5506円,81分,109.1%,508件
24,1900-1949,6045円,77分,110.4%,475件
25,1950-1999,6181円,74分,111.2%,452件
26,2000-2049,5778円,70分,111.1%,451件
27,2050-2099,6103円,67分,112.1%,434件
28,2100-2149,6169円,63分,113.1%,430件
29,2150-2199,6569円,62分,114.2%,399件
30,2200-2249,6502円,57分,115.1%,394件
31,2250-2299,6780円,53分,117.2%,378件
32,2300-2349,6997円,50分,118.5%,381件
33,2350-2399,7437円,47分,120.9%,346件
34,2400-2449,7189円,47分,120.4%,327件
35,2450-2499,7514円,45分,122.4%,315件
36,2500-2549,8364円,43分,125.9%,333件
37,2550-2599,8447円,42分,126.9%,305件
38,2600-2649,9117円,40分,130.7%,280件
39,2650-2699,9773円,37分,134.8%,318件
40,2700-2749,10578円,35分,140.5%,289件
41,2750-2799,10971円,32分,146%,306件
42,2800-2849,12183円,30分,155%,268件
43,2850-2899,12900円,26分,166.2%,260件
44,2900-2949,13985円,23分,179.8%,212件
