,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,1644円,133分,101.6%,34件
1,850-899,3078円,133分,103.1%,41件
2,900-949,2238円,122分,102.5%,58件
3,950-999,2577円,132分,102.6%,47件
4,1000-1049,1826円,117分,102.1%,60件
5,1050-1099,5024円,120分,105.6%,65件
6,1100-1149,2052円,121分,102.3%,81件
7,1150-1199,980円,115分,101.1%,67件
8,1200-1249,2558円,111分,103.1%,75件
9,1250-1299,4408円,107分,105.5%,102件
10,1300-1349,3001円,111分,103.6%,96件
11,1350-1399,4036円,109分,104.9%,101件
12,1400-1449,3742円,108分,104.6%,108件
13,1450-1499,2971円,102分,103.9%,112件
14,1500-1549,3137円,102分,104.1%,133件
15,1550-1599,4153円,93分,105.9%,114件
16,1600-1649,3598円,95分,105%,101件
17,1650-1699,3539円,97分,104.9%,113件
18,1700-1749,5392円,87分,108.3%,109件
19,1750-1799,4536円,88分,106.8%,121件
20,1800-1849,5768円,80分,109.6%,117件
21,1850-1899,2859円,81分,104.7%,104件
22,1900-1949,6300円,71分,111.8%,101件
23,1950-1999,6141円,74分,111%,112件
24,2000-2049,5900円,66分,111.8%,84件
25,2050-2099,5324円,67分,110.6%,93件
26,2100-2149,5192円,62分,111.3%,81件
27,2150-2199,8137円,55分,119.8%,107件
28,2200-2249,5432円,54分,113.3%,60件
29,2250-2299,7766円,48分,121.4%,76件
30,2300-2349,7304円,43分,122.9%,65件
31,2350-2399,6903円,45分,120.3%,59件
32,2400-2449,7343円,41分,123.7%,73件
33,2450-2499,8111円,40分,126.8%,71件
34,2500-2549,7541円,42分,123.8%,72件
35,2550-2599,7996円,42分,125.6%,54件
36,2600-2649,8081円,39分,127.6%,58件
37,2650-2699,8475円,37分,130.5%,60件
38,2700-2749,9316円,34分,136.5%,57件
39,2750-2799,9814円,30分,143.3%,41件
40,2800-2849,10461円,28分,150.3%,58件
41,2850-2899,11950円,26分,160.8%,49件
42,2900-2949,13294円,21分,185.9%,42件
