,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2807円,145分,102.6%,491件
1,650-699,4070円,138分,103.9%,535件
2,700-749,3175円,138分,103.1%,520件
3,750-799,3123円,136分,103.1%,542件
4,800-849,3801円,135分,103.8%,550件
5,850-899,3390円,135分,103.3%,570件
6,900-949,4065円,130分,104.2%,565件
7,950-999,3838円,129分,104%,548件
8,1000-1049,4873円,124分,105.2%,525件
9,1050-1099,3781円,127分,104%,640件
10,1100-1149,4148円,120分,104.6%,617件
11,1150-1199,4246円,119分,104.7%,666件
12,1200-1249,5087円,117分,105.8%,554件
13,1250-1299,4567円,112分,105.4%,571件
14,1300-1349,4930円,113分,105.8%,508件
15,1350-1399,4866円,110分,105.9%,487件
16,1400-1449,5125円,109分,106.3%,413件
17,1450-1499,4793円,103分,106.2%,400件
18,1500-1549,5504円,101分,107.3%,416件
19,1550-1599,5680円,98分,107.7%,346件
20,1600-1649,5469円,97分,107.5%,366件
21,1650-1699,5972円,93分,108.5%,393件
22,1700-1749,6114円,88分,109.3%,373件
23,1750-1799,6163円,88分,109.4%,374件
24,1800-1849,6426円,84分,110.2%,286件
25,1850-1899,6536円,81分,110.8%,307件
26,1900-1949,6998円,77分,112.1%,292件
27,1950-1999,7429円,74分,113.4%,302件
28,2000-2049,6375円,70分,112.1%,292件
29,2050-2099,7201円,67分,114.2%,267件
30,2100-2149,7112円,63分,115%,273件
31,2150-2199,7119円,58分,116.4%,273件
32,2200-2249,7070円,55分,117.1%,246件
33,2250-2299,7663円,50分,120.6%,243件
34,2300-2349,7885円,50分,121.2%,235件
35,2350-2399,7390円,46分,121.4%,220件
36,2400-2449,8321円,43分,125.9%,204件
37,2450-2499,8390円,44分,125.5%,208件
38,2500-2549,8989円,43分,128%,195件
39,2550-2599,9296円,41分,130%,188件
40,2600-2649,9371円,39分,132.1%,192件
41,2650-2699,10022円,37分,135.8%,192件
42,2700-2749,10564円,34分,140.9%,176件
43,2750-2799,11366円,32分,147.1%,154件
44,2800-2849,12053円,30分,154.5%,187件
45,2850-2899,12986円,26分,165.5%,162件
46,2900-2949,13739円,22分,182.2%,156件
