,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2668円,138分,102.6%,39件
1,800-849,4596円,135分,104.6%,51件
2,850-899,3749円,127分,103.9%,71件
3,900-949,4664円,132分,104.7%,60件
4,950-999,3537円,122分,103.9%,72件
5,1000-1049,5110円,128分,105.3%,78件
6,1050-1099,3565円,124分,103.8%,98件
7,1100-1149,3198円,119分,103.6%,82件
8,1150-1199,4542円,118分,105.1%,100件
9,1200-1249,5703円,111分,106.8%,123件
10,1250-1299,4049円,116分,104.6%,107件
11,1300-1349,4462円,116分,105.1%,123件
12,1350-1399,4760円,113分,105.6%,122件
13,1400-1449,4251円,105分,105.4%,130件
14,1450-1499,4055円,107分,105%,158件
15,1500-1549,5309円,99分,107.1%,137件
16,1550-1599,4877円,100分,106.5%,122件
17,1600-1649,4720円,100分,106.3%,134件
18,1650-1699,5878円,91分,108.6%,133件
19,1700-1749,5381円,93分,107.8%,146件
20,1750-1799,7229円,84分,111.4%,150件
21,1800-1849,3977円,85分,106.3%,132件
22,1850-1899,7259円,77分,112.6%,123件
23,1900-1949,6701円,78分,111.4%,128件
24,1950-1999,5789円,72分,110.7%,100件
25,2000-2049,6088円,70分,111.6%,114件
26,2050-2099,6239円,66分,112.7%,100件
27,2100-2149,7909円,60分,117.5%,121件
28,2150-2199,6210円,58分,114.2%,73件
29,2200-2249,8161円,54分,120.2%,93件
30,2250-2299,7531円,47分,121.2%,79件
31,2300-2349,8145円,49分,122.1%,83件
32,2350-2399,7440円,45分,121.8%,84件
33,2400-2449,8181円,44分,124.9%,87件
34,2450-2499,7372円,46分,121.3%,81件
35,2500-2549,8144円,43分,125.2%,68件
36,2550-2599,8449円,41分,127.5%,69件
37,2600-2649,8850円,39分,129.9%,74件
38,2650-2699,9616円,37分,135%,73件
39,2700-2749,10187円,33分,140.9%,51件
40,2750-2799,10368円,31分,144.1%,73件
41,2800-2849,11860円,30分,152.2%,63件
42,2850-2899,13275円,25分,169.8%,58件
43,2900-2949,13462円,23分,178.2%,41件
