,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3432円,123分,103.7%,23件
1,1150-1199,2862円,115分,103.3%,29件
2,1200-1249,5424円,122分,105.9%,28件
3,1250-1299,4883円,116分,105.6%,42件
4,1300-1349,5173円,105分,106.5%,38件
5,1350-1399,4290円,111分,105.1%,42件
6,1400-1449,3809円,102分,105%,51件
7,1450-1499,5523円,98分,107.5%,64件
8,1500-1549,5896円,101分,107.8%,43件
9,1550-1599,5274円,99分,107.1%,49件
10,1600-1649,3452円,92分,105%,50件
11,1650-1699,4407円,88分,106.6%,52件
12,1700-1749,5550円,87分,108.5%,61件
13,1750-1799,5716円,83分,109.2%,49件
14,1800-1849,3641円,81分,106%,58件
15,1850-1899,5535円,77分,109.6%,61件
16,1900-1949,4815円,70分,109.2%,42件
17,1950-1999,6053円,69分,111.7%,62件
18,2000-2049,6894円,69分,113.3%,62件
19,2050-2099,4177円,64分,108.8%,54件
20,2100-2149,6603円,60分,114.7%,67件
21,2150-2199,5608円,61分,112.3%,67件
22,2200-2249,5143円,53分,113%,61件
23,2250-2299,6517円,49分,117.8%,57件
24,2300-2349,6599円,49分,118%,58件
25,2350-2399,5798円,45分,117%,58件
26,2400-2449,7436円,42分,123.6%,40件
27,2450-2499,5750円,45分,117%,41件
28,2500-2549,6391円,43分,119.6%,47件
29,2550-2599,9007円,37分,132.3%,39件
30,2600-2649,9480円,32分,140.1%,25件
31,2650-2699,9735円,32分,140.5%,30件
32,2700-2749,8951円,34分,135.4%,29件
33,2750-2799,10214円,30分,144.8%,36件
34,2800-2849,10657円,29分,148.7%,35件
35,2850-2899,12353円,24分,167.8%,28件
36,2900-2949,12845円,21分,180.7%,18件
