,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,5936円,138分,105.7%,85件
1,800-849,5895円,132分,105.9%,174件
2,850-899,7010円,127分,107.4%,212件
3,900-949,7644円,119分,108.6%,215件
4,950-999,7092円,124分,107.6%,217件
5,1000-1049,7115円,119分,108%,225件
6,1050-1099,6533円,122分,107.1%,237件
7,1100-1149,7685円,124分,108.3%,232件
8,1150-1199,7725円,112分,109.2%,227件
9,1200-1249,8066円,113分,109.5%,229件
10,1250-1299,8125円,108分,110%,209件
11,1300-1349,7730円,111分,109.3%,242件
12,1350-1399,8173円,102分,110.7%,247件
13,1400-1449,8677円,105分,111%,289件
14,1450-1499,8400円,103分,110.8%,220件
15,1500-1549,7752円,96分,110.8%,239件
16,1550-1599,9177円,97分,112.7%,176件
17,1600-1649,9137円,92分,113.3%,192件
18,1650-1699,9950円,90分,114.7%,158件
19,1700-1749,8517円,85分,113.4%,156件
20,1750-1799,10044円,85分,115.7%,165件
21,1800-1849,9786円,83分,115.8%,134件
22,1850-1899,9172円,79分,115.5%,147件
23,1900-1949,10992円,72分,120.2%,162件
24,1950-1999,9701円,72分,117.9%,170件
25,2000-2049,9771円,70分,118.7%,152件
26,2050-2099,11035円,67分,121.9%,124件
27,2100-2149,10098円,63分,121.4%,132件
28,2150-2199,11529円,60分,125.6%,115件
29,2200-2249,11303円,58分,126.2%,130件
30,2250-2299,10642円,52分,127.2%,115件
31,2300-2349,10930円,46分,131.6%,118件
32,2350-2399,10906円,39分,137.4%,118件
33,2400-2449,10585円,37分,138.3%,119件
34,2450-2499,11319円,36分,142.4%,89件
35,2500-2549,12416円,33分,149.6%,97件
36,2550-2599,12543円,33分,151.3%,90件
37,2600-2649,11562円,34分,145.9%,85件
38,2650-2699,12724円,31分,155.6%,74件
39,2700-2749,13997円,29分,163.4%,87件
40,2750-2799,14048円,29分,164.9%,78件
41,2800-2849,13916円,28分,166.2%,80件
42,2850-2899,14520円,23分,182.9%,70件
43,2900-2949,14724円,23分,186.1%,75件
