,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,2881円,141分,102.7%,794件
1,700-749,3018円,141分,102.9%,797件
2,750-799,2771円,140分,102.6%,810件
3,800-849,3132円,137分,103%,820件
4,850-899,3132円,134分,103.1%,793件
5,900-949,4005円,132分,104.1%,756件
6,950-999,2966円,132分,103%,903件
7,1000-1049,3666円,125分,103.9%,896件
8,1050-1099,3493円,125分,103.7%,944件
9,1100-1149,4060円,122分,104.4%,805件
10,1150-1199,3954円,117分,104.5%,809件
11,1200-1249,3971円,120分,104.4%,736件
12,1250-1299,4573円,115分,105.3%,713件
13,1300-1349,4664円,115分,105.4%,628件
14,1350-1399,3894円,110分,104.7%,578件
15,1400-1449,4350円,106分,105.5%,586件
16,1450-1499,5253円,104分,106.7%,537件
17,1500-1549,4342円,103分,105.6%,507件
18,1550-1599,5051円,100分,106.8%,556件
19,1600-1649,5143円,95分,107.2%,532件
20,1650-1699,5123円,93分,107.3%,526件
21,1700-1749,5904円,91分,108.6%,430件
22,1750-1799,5742円,87分,108.8%,447件
23,1800-1849,6188円,84分,109.8%,442件
24,1850-1899,5832円,81分,109.6%,432件
25,1900-1949,5660円,77分,109.8%,423件
26,1950-1999,6443円,73分,111.7%,392件
27,2000-2049,6404円,71分,112%,376件
28,2050-2099,6006円,66分,112.1%,377件
29,2100-2149,6281円,64分,113.1%,355件
30,2150-2199,6325円,59分,114.3%,351件
31,2200-2249,6887円,57分,116.1%,329件
32,2250-2299,6624円,54分,116.5%,320件
33,2300-2349,7271円,49分,119.7%,318件
34,2350-2399,7565円,47分,121.5%,312件
35,2400-2449,7833円,46分,122.6%,276件
36,2450-2499,7800円,45分,123.1%,269件
37,2500-2549,7902円,43分,124.3%,264件
38,2550-2599,9058円,41分,129.8%,286件
39,2600-2649,8959円,40分,130.1%,241件
40,2650-2699,10014円,37分,136.3%,232件
41,2700-2749,10498円,35分,140.2%,269件
42,2750-2799,11290円,32分,146.5%,236件
43,2800-2849,11823円,29分,154.4%,250件
44,2850-2899,12955円,26分,165.2%,210件
45,2900-2949,13625円,23分,179.6%,197件
