,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,3737円,138分,103.6%,690件
1,850-899,4239円,134分,104.2%,688件
2,900-949,3845円,133分,103.9%,650件
3,950-999,4961円,129分,105.1%,623件
4,1000-1049,3899円,131分,104%,742件
5,1050-1099,4429円,122分,104.8%,745件
6,1100-1149,4322円,123分,104.7%,797件
7,1150-1199,4957円,120分,105.5%,673件
8,1200-1249,4796円,115分,105.6%,686件
9,1250-1299,5184円,117分,105.9%,632件
10,1300-1349,5196円,113分,106.1%,588件
11,1350-1399,5449円,112分,106.5%,515件
12,1400-1449,4609円,106分,105.8%,475件
13,1450-1499,5422円,103分,107%,498件
14,1500-1549,5881円,102分,107.7%,428件
15,1550-1599,5328円,101分,107%,425件
16,1600-1649,6043円,96分,108.4%,466件
17,1650-1699,6153円,92分,108.9%,455件
18,1700-1749,6017円,90分,108.9%,444件
19,1750-1799,6506円,88分,109.9%,353件
20,1800-1849,6486円,84分,110.3%,377件
21,1850-1899,6702円,82分,111%,346件
22,1900-1949,6794円,78分,111.6%,359件
23,1950-1999,6194円,75分,111.1%,344件
24,2000-2049,7047円,71分,113.3%,317件
25,2050-2099,7049円,67分,114%,316件
26,2100-2149,6835円,62分,114.7%,318件
27,2150-2199,6857円,60分,115.3%,295件
28,2200-2249,7225円,55分,117.6%,296件
29,2250-2299,7553円,53分,118.9%,278件
30,2300-2349,6846円,50分,118.3%,263件
31,2350-2399,7679円,46分,122.3%,254件
32,2400-2449,8102円,45分,123.9%,251件
33,2450-2499,8663円,45分,125.9%,229件
34,2500-2549,8759円,43分,126.9%,228件
35,2550-2599,8994円,41分,129.1%,232件
36,2600-2649,9622円,39分,132.5%,225件
37,2650-2699,9960円,37分,135.7%,208件
38,2700-2749,10778円,35分,140.8%,190件
39,2750-2799,11443円,32分,147%,219件
40,2800-2849,12487円,29分,156.8%,203件
41,2850-2899,13028円,26分,166.9%,213件
42,2900-2949,14165円,23分,180.5%,164件
