,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,205円,140分,100.2%,53件
1,700-749,1036円,137分,101%,68件
2,750-799,570円,131分,100.6%,96件
3,800-849,1934円,135分,101.9%,92件
4,850-899,579円,129分,100.6%,96件
5,900-949,1816円,130分,101.9%,114件
6,950-999,423円,129分,100.4%,133件
7,1000-1049,865円,127分,100.9%,117件
8,1050-1099,1696円,123分,101.8%,143件
9,1100-1149,2563円,118分,102.9%,176件
10,1150-1199,1865円,118分,102.1%,159件
11,1200-1249,2171円,118分,102.5%,197件
12,1250-1299,2214円,116分,102.6%,180件
13,1300-1349,2597円,110分,103.2%,209件
14,1350-1399,1651円,110分,102%,224件
15,1400-1449,2394円,107分,103%,211件
16,1450-1499,3076円,101分,104.1%,175件
17,1500-1549,2465円,105分,103.1%,185件
18,1550-1599,3469円,98分,104.7%,197件
19,1600-1649,2643円,97分,103.6%,199件
20,1650-1699,4289円,89分,106.4%,208件
21,1700-1749,2646円,88分,104%,188件
22,1750-1799,4992円,83分,108%,186件
23,1800-1849,4834円,83分,107.8%,185件
24,1850-1899,4073円,79分,106.9%,153件
25,1900-1949,4359円,76分,107.6%,169件
26,1950-1999,5029円,71分,109.5%,153件
27,2000-2049,5211円,68分,110.2%,161件
28,2050-2099,6240円,65分,112.8%,140件
29,2100-2149,6849円,62分,114.8%,137件
30,2150-2199,6084円,55分,114.7%,112件
31,2200-2249,6000円,55分,114.4%,120件
32,2250-2299,6202円,52分,115.9%,125件
33,2300-2349,5963円,50分,116%,120件
34,2350-2399,4696円,50分,112.5%,113件
35,2400-2449,7313円,43分,122.5%,112件
36,2450-2499,6945円,43分,121.7%,109件
37,2500-2549,7114円,42分,122.6%,106件
38,2550-2599,7476円,40分,125%,104件
39,2600-2649,8607円,37分,131.3%,92件
40,2650-2699,8024円,36分,129.3%,101件
41,2700-2749,9019円,35分,134.3%,91件
42,2750-2799,10258円,31分,144.4%,84件
43,2800-2849,10951円,29分,150.4%,65件
44,2850-2899,11909円,25分,163.4%,83件
45,2900-2949,12509円,25分,166.6%,72件
