,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,8344円,117分,109.5%,15件
1,1350-1399,9343円,95分,113.1%,18件
2,1400-1449,7759円,102分,110.2%,23件
3,1450-1499,9901円,104分,112.7%,13件
4,1500-1549,7666円,99分,110.3%,13件
5,1550-1599,9488円,98分,112.8%,21件
6,1600-1649,6954円,103分,109%,23件
7,1650-1699,9580円,90分,114.2%,33件
8,1700-1749,9114円,94分,112.9%,21件
9,1750-1799,8369円,94分,111.9%,26件
10,1800-1849,9922円,76分,117.5%,24件
11,1850-1899,9453円,76分,116.7%,27件
12,1900-1949,5564円,70分,110.6%,20件
13,1950-1999,9938円,74分,118%,26件
14,2000-2049,10020円,68分,119.6%,38件
15,2050-2099,11031円,63分,123.3%,31件
16,2100-2149,8024円,62分,117.2%,31件
17,2150-2199,9377円,58分,121.5%,32件
18,2200-2249,10435円,47分,129.3%,23件
19,2250-2299,9308円,46分,127.1%,27件
20,2300-2349,9335円,40分,131.2%,33件
21,2350-2399,10955円,44分,133.3%,34件
22,2400-2449,7238円,44分,121.9%,34件
23,2450-2499,7416円,44分,122.4%,23件
24,2500-2549,8514円,40分,128.3%,33件
25,2550-2599,7923円,40分,126.2%,39件
26,2600-2649,8776円,37分,131.9%,31件
27,2650-2699,9624円,34分,137.3%,22件
28,2700-2749,11277円,31分,148%,26件
29,2750-2799,10799円,32分,145.6%,21件
30,2800-2849,11925円,26分,160.8%,19件
31,2850-2899,12347円,25分,165.6%,23件
32,2900-2949,14466円,24分,181.7%,23件
