,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5217円,114分,106.1%,1493件
1,1350-1399,5861円,110分,107.1%,1463件
2,1400-1449,5036円,107分,106.3%,1346件
3,1450-1499,5951円,106分,107.5%,1168件
4,1500-1549,5949円,104分,107.6%,1192件
5,1550-1599,6047円,102分,107.9%,1206件
6,1600-1649,5795円,97分,108%,1112件
7,1650-1699,6209円,93分,108.9%,1160件
8,1700-1749,6305円,90分,109.3%,1045件
9,1750-1799,6941円,88分,110.6%,1053件
10,1800-1849,6185円,84分,109.9%,1044件
11,1850-1899,6457円,82分,110.6%,949件
12,1900-1949,6400円,78分,111%,984件
13,1950-1999,6397円,77分,111.1%,939件
14,2000-2049,6843円,72分,112.6%,909件
15,2050-2099,7365円,69分,114.2%,850件
16,2100-2149,7086円,66分,114.3%,886件
17,2150-2199,7406円,63分,115.7%,791件
18,2200-2249,6924円,60分,115.5%,773件
19,2250-2299,7197円,56分,117.1%,717件
20,2300-2349,7604円,51分,119.8%,733件
21,2350-2399,7404円,49分,120.3%,717件
22,2400-2449,7723円,47分,121.8%,676件
23,2450-2499,8602円,45分,125.6%,734件
24,2500-2549,9088円,43分,128.2%,688件
25,2550-2599,9002円,42分,128.8%,676件
26,2600-2649,9883円,40分,133.2%,600件
27,2650-2699,10342円,38分,136.3%,592件
28,2700-2749,11124円,35分,142%,530件
29,2750-2799,11752円,33分,146.8%,482件
30,2800-2849,12768円,30分,156.4%,420件
31,2850-2899,13480円,27分,166.9%,364件
32,2900-2949,14416円,24分,179.4%,278件
