,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2372円,143分,102.2%,21件
1,750-799,3951円,124分,104.3%,29件
2,800-849,3217円,147分,102.9%,45件
3,850-899,6651円,130分,106.8%,41件
4,900-949,2908円,132分,102.9%,47件
5,950-999,3970円,137分,103.9%,52件
6,1000-1049,4673円,132分,104.7%,67件
7,1050-1099,3890円,122分,104.3%,70件
8,1100-1149,3736円,123分,104%,82件
9,1150-1199,5022円,123分,105.4%,96件
10,1200-1249,3968円,119分,104.4%,102件
11,1250-1299,5510円,109分,106.7%,101件
12,1300-1349,5375円,113分,106.3%,108件
13,1350-1399,5230円,107分,106.5%,101件
14,1400-1449,4818円,104分,106.2%,110件
15,1450-1499,3794円,104分,104.8%,131件
16,1500-1549,4567円,101分,106%,113件
17,1550-1599,4879円,97分,106.7%,144件
18,1600-1649,5387円,94分,107.6%,130件
19,1650-1699,5835円,94分,108.3%,138件
20,1700-1749,6405円,94分,109.1%,127件
21,1750-1799,5809円,87分,108.9%,113件
22,1800-1849,5333円,83分,108.6%,144件
23,1850-1899,5650円,78分,109.6%,139件
24,1900-1949,4968円,78分,108.5%,125件
25,1950-1999,7180円,74分,113%,126件
26,2000-2049,5881円,70分,111.2%,93件
27,2050-2099,4318円,69分,108.3%,98件
28,2100-2149,6331円,69分,112.3%,90件
29,2150-2199,7184円,63分,115.2%,91件
30,2200-2249,6974円,55分,116.8%,106件
31,2250-2299,7547円,52分,119.2%,87件
32,2300-2349,7642円,48分,121.3%,83件
33,2350-2399,6829円,47分,119.3%,86件
34,2400-2449,7780円,45分,123.1%,81件
35,2450-2499,7220円,44分,122%,64件
36,2500-2549,7699円,44分,123.3%,80件
37,2550-2599,8112円,43分,125%,76件
38,2600-2649,8847円,39分,130.1%,66件
39,2650-2699,10114円,38分,135.8%,60件
40,2700-2749,9977円,35分,137.8%,51件
41,2750-2799,11335円,31分,148.4%,54件
42,2800-2849,12037円,30分,152.7%,74件
43,2850-2899,12600円,27分,162.5%,63件
44,2900-2949,14250円,23分,181.5%,47件
