,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6116円,110分,107.4%,518件
1,1400-1449,5335円,109分,106.6%,480件
2,1450-1499,5604円,107分,107%,488件
3,1500-1549,5969円,104分,107.6%,486件
4,1550-1599,6632円,99分,108.9%,458件
5,1600-1649,5979円,97分,108.3%,460件
6,1650-1699,6424円,95分,109%,449件
7,1700-1749,5781円,90分,108.6%,391件
8,1750-1799,6783円,89分,110.2%,358件
9,1800-1849,6595円,86分,110.3%,379件
10,1850-1899,7365円,81分,112.1%,323件
11,1900-1949,6357円,79分,110.8%,307件
12,1950-1999,8094円,76分,114.3%,307件
13,2000-2049,6404円,72分,111.8%,298件
14,2050-2099,6674円,69分,112.9%,301件
15,2100-2149,7171円,64分,115%,289件
16,2150-2199,7214円,62分,115.6%,271件
17,2200-2249,7164円,59分,116.2%,270件
18,2250-2299,7523円,53分,118.8%,236件
19,2300-2349,6486円,54分,116.1%,245件
20,2350-2399,7565円,49分,120.4%,206件
21,2400-2449,7664円,48分,121.5%,237件
22,2450-2499,8846円,44分,126.9%,222件
23,2500-2549,8814円,43分,127.4%,216件
24,2550-2599,9208円,42分,129.1%,255件
25,2600-2649,9374円,41分,130.6%,214件
26,2650-2699,10215円,38分,136.1%,189件
27,2700-2749,11165円,36分,141.9%,190件
28,2750-2799,11713円,34分,145.9%,178件
29,2800-2849,12686円,30分,155.5%,175件
30,2850-2899,13429円,27分,166.3%,149件
31,2900-2949,14935円,25分,180.9%,137件
