,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,6795円,126分,107.2%,23件
1,1150-1199,6004円,118分,106.8%,29件
2,1200-1249,8939円,125分,109.5%,28件
3,1250-1299,8205円,119分,109.2%,42件
4,1300-1349,8192円,108分,110.1%,38件
5,1350-1399,7434円,114分,108.7%,42件
6,1400-1449,6640円,105分,108.5%,51件
7,1450-1499,8342円,100分,111.1%,64件
8,1500-1549,8851円,104分,111.4%,43件
9,1550-1599,8105円,101分,110.7%,49件
10,1600-1649,5989円,95分,108.4%,50件
11,1650-1699,6957円,91分,110.2%,52件
12,1700-1749,8093円,89分,112.1%,61件
13,1750-1799,8154円,85分,112.7%,49件
14,1800-1849,5810円,83分,109.4%,58件
15,1850-1899,7753円,79分,113.1%,61件
16,1900-1949,6773円,72分,112.6%,42件
17,1950-1999,8124円,71分,115.3%,62件
18,2000-2049,9008円,71分,116.9%,62件
19,2050-2099,5894円,65分,112.1%,54件
20,2100-2149,8427円,62分,118.2%,67件
21,2150-2199,7388円,63分,115.8%,67件
22,2200-2249,6648円,54分,116.4%,61件
23,2250-2299,7961円,50分,121.1%,57件
24,2300-2349,8087円,50分,121.5%,58件
25,2350-2399,7149円,47分,120.5%,58件
26,2400-2449,8763円,43分,127.1%,40件
27,2450-2499,7077円,46分,120.4%,41件
28,2500-2549,7718円,45分,123.1%,47件
29,2550-2599,10335円,38分,135.9%,39件
30,2600-2649,10807円,33分,144.1%,25件
31,2650-2699,11062円,33分,144.4%,30件
32,2700-2749,10279円,35分,139.3%,29件
33,2750-2799,11541円,32分,148.7%,36件
34,2800-2849,11985円,30分,152.6%,35件
35,2850-2899,13680円,25分,171.6%,28件
36,2900-2949,14172円,22分,184.4%,18件
