,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3136円,139分,103%,329件
1,800-849,3219円,137分,103.1%,374件
2,850-899,3070円,137分,103%,410件
3,900-949,3798円,132分,103.8%,403件
4,950-999,3906円,129分,104%,439件
5,1000-1049,3091円,130分,103.2%,464件
6,1050-1099,3125円,126分,103.3%,508件
7,1100-1149,4149円,120分,104.6%,503件
8,1150-1199,4287円,125分,104.6%,501件
9,1200-1249,4194円,117分,104.8%,509件
10,1250-1299,4790円,113分,105.7%,490件
11,1300-1349,4637円,113分,105.5%,460件
12,1350-1399,4498円,111分,105.4%,470件
13,1400-1449,5163円,106分,106.5%,424件
14,1450-1499,4173円,105分,105.3%,391件
15,1500-1549,5038円,101分,106.6%,411件
16,1550-1599,5080円,100分,106.8%,418件
17,1600-1649,5346円,94分,107.6%,366件
18,1650-1699,5232円,92分,107.6%,385件
19,1700-1749,5585円,92分,108.1%,365件
20,1750-1799,5508円,86分,108.5%,322件
21,1800-1849,6060円,86分,109.4%,297件
22,1850-1899,5924円,81分,109.8%,319件
23,1900-1949,6505円,77分,111.3%,267件
24,1950-1999,5453円,75分,109.7%,255件
25,2000-2049,7211円,71分,113.5%,247件
26,2050-2099,5949円,67分,111.8%,259件
27,2100-2149,5967円,64分,112.4%,253件
28,2150-2199,7065円,58分,116.2%,242件
29,2200-2249,6959円,57分,116.2%,230件
30,2250-2299,6393円,55分,115.6%,224件
31,2300-2349,6893円,48分,119%,193件
32,2350-2399,6649円,50分,117.6%,206件
33,2400-2449,7320円,46分,121%,174件
34,2450-2499,7303円,47分,120.8%,187件
35,2500-2549,8426円,42分,126.6%,178件
36,2550-2599,8581円,41分,128%,173件
37,2600-2649,9017円,40分,129.8%,203件
38,2650-2699,9593円,38分,133.8%,185件
39,2700-2749,10210円,36分,138.2%,149件
40,2750-2799,11623円,32分,148.6%,159件
41,2800-2849,11989円,31分,152%,153件
42,2850-2899,13152円,27分,165.2%,150件
43,2900-2949,13982円,23分,180.7%,114件
