,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2209円,149分,102%,1357件
1,500-549,1688円,148分,101.5%,1747件
2,550-599,1895円,146分,101.7%,1594件
3,600-649,2351円,141分,102.2%,1434件
4,650-699,2610円,140分,102.5%,1276件
5,700-749,2348円,141分,102.2%,1121件
6,750-799,2219円,139分,102.1%,1073件
7,800-849,2828円,133分,102.8%,1036件
8,850-899,2351円,136分,102.3%,926件
9,900-949,3359円,131分,103.4%,880件
10,950-999,3451円,127分,103.6%,791件
11,1000-1049,3835円,126分,104.1%,766件
12,1050-1099,3297円,123分,103.6%,1400件
13,1100-1149,3100円,122分,103.4%,799件
14,1150-1199,3944円,117分,104.5%,820件
15,1200-1249,3715円,116分,104.3%,727件
16,1250-1299,4181円,114分,104.9%,654件
17,1300-1349,3856円,112分,104.6%,617件
18,1350-1399,4311円,109分,105.3%,636件
19,1400-1449,4064円,108分,105%,560件
20,1450-1499,4624円,104分,106%,550件
21,1500-1549,5172円,101分,106.8%,508件
22,1550-1599,4747円,99分,106.4%,521件
23,1600-1649,5345円,95分,107.5%,577件
24,1650-1699,5008円,92分,107.3%,504件
25,1700-1749,5050円,91分,107.4%,519件
26,1750-1799,5952円,86分,109.3%,492件
27,1800-1849,6388円,83分,110.3%,453件
28,1850-1899,5877円,82分,109.5%,417件
29,1900-1949,6673円,77分,111.5%,468件
30,1950-1999,7198円,76分,112.7%,430件
31,2000-2049,6198円,70分,111.8%,415件
32,2050-2099,6500円,67分,113%,379件
33,2100-2149,6843円,62分,114.8%,390件
34,2150-2199,7553円,57分,117.6%,405件
35,2200-2249,7592円,55分,118.6%,384件
36,2250-2299,6883円,51分,118.1%,402件
37,2300-2349,7051円,49分,119.3%,352件
38,2350-2399,7400円,47分,121.1%,349件
39,2400-2449,8178円,44分,124.9%,372件
40,2450-2499,7838円,43分,124.4%,314件
41,2500-2549,8404円,41分,127.4%,353件
42,2550-2599,8876円,40分,129.3%,324件
43,2600-2649,9266円,38分,132.2%,303件
44,2650-2699,9783円,37分,135%,270件
45,2700-2749,9761円,35分,137.5%,300件
46,2750-2799,10623円,32分,144.2%,250件
47,2800-2849,11851円,29分,153.9%,259件
48,2850-2899,12539円,25分,166%,244件
49,2900-2949,13478円,24分,176.2%,206件
