,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5122円,124分,105.5%,23件
1,1150-1199,4441円,116分,105.1%,29件
2,1200-1249,7190円,124分,107.8%,28件
3,1250-1299,6552円,117分,107.4%,42件
4,1300-1349,6690円,107分,108.4%,38件
5,1350-1399,5869円,113分,106.9%,42件
6,1400-1449,5232円,103分,106.8%,51件
7,1450-1499,6939円,99分,109.4%,64件
8,1500-1549,7381円,102分,109.6%,43件
9,1550-1599,6696円,100分,108.9%,49件
10,1600-1649,4727円,93分,106.7%,50件
11,1650-1699,5688円,90分,108.5%,52件
12,1700-1749,6828円,88分,110.3%,61件
13,1750-1799,6941円,84分,111%,49件
14,1800-1849,4731円,82分,107.7%,58件
15,1850-1899,6649円,78分,111.3%,61件
16,1900-1949,5799円,71分,110.9%,42件
17,1950-1999,7093円,70分,113.6%,62件
18,2000-2049,7956円,70分,115.1%,62件
19,2050-2099,5040円,64分,110.5%,54件
20,2100-2149,7519円,61分,116.5%,67件
21,2150-2199,6502円,62分,114%,67件
22,2200-2249,5899円,53分,114.7%,61件
23,2250-2299,7242円,50分,119.5%,57件
24,2300-2349,7347円,49分,119.8%,58件
25,2350-2399,6477円,46分,118.8%,58件
26,2400-2449,8103円,43分,125.4%,40件
27,2450-2499,6417円,46分,118.8%,41件
28,2500-2549,7058円,44分,121.4%,47件
29,2550-2599,9674円,38分,134.1%,39件
30,2600-2649,10147円,32分,142.1%,25件
31,2650-2699,10402円,33分,142.5%,30件
32,2700-2749,9618円,34分,137.4%,29件
33,2750-2799,10881円,31分,146.8%,36件
34,2800-2849,11324円,30分,150.7%,35件
35,2850-2899,13020円,25分,169.8%,28件
36,2900-2949,13512円,22分,182.6%,18件
