,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4813円,115分,105.6%,22件
1,1150-1199,9110円,123分,109.9%,24件
2,1200-1249,8177円,110分,109.9%,33件
3,1250-1299,11580円,111分,113.9%,30件
4,1300-1349,7970円,110分,109.7%,33件
5,1350-1399,7280円,102分,109.5%,31件
6,1400-1449,9231円,100分,112.3%,41件
7,1450-1499,9082円,96分,112.7%,42件
8,1500-1549,9890円,97分,113.6%,47件
9,1550-1599,10455円,99分,114%,55件
10,1600-1649,8108円,98分,111%,49件
11,1650-1699,9412円,90分,113.9%,63件
12,1700-1749,8417円,93分,112%,60件
13,1750-1799,10275円,85分,116.2%,66件
14,1800-1849,10688円,79分,118.1%,57件
15,1850-1899,8835円,86分,113.6%,55件
16,1900-1949,10969円,76分,119.3%,52件
17,1950-1999,9117円,79分,115.5%,58件
18,2000-2049,10145円,72分,118.8%,58件
19,2050-2099,8820円,67分,117.4%,51件
20,2100-2149,11140円,60分,124.7%,42件
21,2150-2199,11535円,62分,124.6%,58件
22,2200-2249,8771円,54分,121.6%,36件
23,2250-2299,8352円,53分,120.9%,47件
24,2300-2349,10856円,46分,131.6%,48件
25,2350-2399,11489円,39分,139.6%,41件
26,2400-2449,8653円,45分,125.9%,31件
27,2450-2499,11800円,36分,143.6%,33件
28,2500-2549,11444円,33分,146.3%,28件
29,2550-2599,12114円,35分,146.3%,31件
30,2600-2649,11836円,35分,144.9%,28件
31,2650-2699,12683円,33分,150.8%,38件
32,2700-2749,12800円,30分,156.3%,32件
33,2750-2799,12803円,32分,153.3%,28件
34,2800-2849,13217円,29分,161.5%,26件
35,2850-2899,13808円,26分,170.4%,31件
36,2900-2949,14219円,22分,185.8%,28件
