,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,2856円,133分,102.9%,3906件
1,900-949,3275円,130分,103.4%,3828件
2,950-999,3148円,129分,103.2%,3613件
3,1000-1049,3092円,127分,103.2%,3625件
4,1050-1099,3392円,123分,103.7%,3418件
5,1100-1149,3456円,121分,103.8%,3323件
6,1150-1199,3664円,119分,104.1%,3214件
7,1200-1249,3836円,117分,104.4%,3091件
8,1250-1299,3819円,114分,104.5%,3074件
9,1300-1349,3747円,112分,104.5%,3039件
10,1350-1399,4110円,108分,105.1%,2937件
11,1400-1449,4169円,107分,105.2%,2891件
12,1450-1499,4444円,105分,105.7%,2848件
13,1500-1549,4414円,101分,105.8%,2757件
14,1550-1599,4489円,99分,106.1%,2703件
15,1600-1649,4733円,96分,106.6%,2702件
16,1650-1699,4717円,93分,106.8%,2601件
17,1700-1749,4973円,90分,107.3%,2467件
18,1750-1799,4688円,87分,107.2%,2518件
19,1800-1849,5123円,83分,108.2%,2481件
20,1850-1899,4694円,80分,107.8%,2235件
21,1900-1949,5485円,77分,109.5%,2334件
22,1950-1999,5687円,74分,110.2%,2223件
23,2000-2049,5506円,71分,110.3%,2159件
24,2050-2099,5528円,68分,110.8%,2119件
25,2100-2149,5662円,65分,111.6%,2076件
26,2150-2199,5728円,62分,112.4%,1990件
27,2200-2249,5968円,58分,113.6%,1918件
28,2250-2299,6608円,54分,116.3%,1923件
29,2300-2349,6388円,52分,116.4%,1866件
30,2350-2399,6695円,48分,118.5%,1784件
31,2400-2449,7049円,46分,120.5%,1814件
32,2450-2499,7506円,45分,122.4%,1732件
33,2500-2549,7327円,44分,122%,1450件
