,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,4420円,123分,104.8%,812件
1,1150-1199,4478円,124分,104.8%,748件
2,1200-1249,4280円,120分,104.8%,802件
3,1250-1299,4966円,116分,105.7%,745件
4,1300-1349,4694円,113分,105.5%,725件
5,1350-1399,4150円,113分,104.9%,688件
6,1400-1449,4730円,109分,105.8%,685件
7,1450-1499,5197円,105分,106.6%,651件
8,1500-1549,5368円,102分,107%,693件
9,1550-1599,5425円,101分,107.1%,640件
10,1600-1649,5239円,95分,107.3%,589件
11,1650-1699,5779円,94分,108.2%,537件
12,1700-1749,6124円,91分,108.9%,546件
13,1750-1799,6586円,87分,110.2%,474件
14,1800-1849,5449円,86分,108.5%,446件
15,1850-1899,6979円,82分,111.3%,429件
16,1900-1949,5863円,78分,110%,426件
17,1950-1999,6168円,75分,111%,436件
18,2000-2049,6599円,71分,112.5%,426件
19,2050-2099,6460円,68分,112.6%,396件
20,2100-2149,6076円,66分,112.3%,376件
21,2150-2199,6981円,61分,115.3%,363件
22,2200-2249,6222円,60分,113.8%,355件
23,2250-2299,7317円,55分,117.6%,312件
24,2300-2349,6332円,53分,116%,330件
25,2350-2399,7099円,49分,119.4%,315件
26,2400-2449,7656円,46分,122.2%,318件
27,2450-2499,7867円,46分,122.9%,376件
28,2500-2549,7985円,44分,124%,300件
29,2550-2599,8773円,42分,127.7%,274件
30,2600-2649,9559円,40分,131.7%,282件
31,2650-2699,10369円,38分,136.5%,271件
32,2700-2749,10729円,36分,140.2%,249件
33,2750-2799,11651円,32分,148.4%,236件
34,2800-2849,12844円,31分,155.9%,231件
35,2850-2899,13751円,27分,168.6%,238件
36,2900-2949,14784円,24分,183.5%,187件
