,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,1113円,142分,101%,77件
1,750-799,2111円,134分,102.1%,87件
2,800-849,2259円,125分,102.4%,101件
3,850-899,942円,129分,101%,147件
4,900-949,2129円,130分,102.2%,144件
5,950-999,1794円,125分,101.9%,160件
6,1000-1049,1655円,124分,101.8%,179件
7,1050-1099,1291円,125分,101.4%,190件
8,1100-1149,2840円,123分,103.1%,193件
9,1150-1199,3798円,117分,104.3%,213件
10,1200-1249,2106円,117分,102.4%,210件
11,1250-1299,1512円,114分,101.8%,252件
12,1300-1349,3728円,109分,104.6%,247件
13,1350-1399,3302円,113分,103.9%,238件
14,1400-1449,3729円,104分,104.8%,231件
15,1450-1499,4414円,98分,106%,238件
16,1500-1549,4045円,99分,105.4%,229件
17,1550-1599,4296円,98分,105.8%,234件
18,1600-1649,4621円,93分,106.6%,208件
19,1650-1699,3429円,90分,105.1%,186件
20,1700-1749,4196円,90分,106.2%,197件
21,1750-1799,4557円,82分,107.4%,183件
22,1800-1849,4919円,82分,108%,176件
23,1850-1899,4925円,79分,108.3%,189件
24,1900-1949,5622円,76分,109.8%,186件
25,1950-1999,5691円,71分,110.7%,150件
26,2000-2049,6309円,73分,111.5%,159件
27,2050-2099,5626円,66分,111.3%,144件
28,2100-2149,7652円,61分,116.6%,134件
29,2150-2199,5365円,60分,111.9%,122件
30,2200-2249,6802円,54分,116.9%,101件
31,2250-2299,5455円,51分,114.3%,122件
32,2300-2349,7502円,45分,122.2%,139件
33,2350-2399,7793円,40分,125.8%,110件
34,2400-2449,7718円,42分,124.2%,103件
35,2450-2499,7279円,44分,121.9%,91件
36,2500-2549,8908円,39分,130.8%,104件
37,2550-2599,8184円,40分,127.2%,98件
38,2600-2649,8929円,37分,131.9%,88件
39,2650-2699,9102円,36分,133.3%,85件
40,2700-2749,9604円,34分,137.2%,83件
41,2750-2799,9855円,31分,143%,79件
42,2800-2849,11614円,29分,153.6%,106件
43,2850-2899,12281円,25分,166.5%,84件
44,2900-2949,12391円,22分,174.2%,62件
