,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2381円,159分,98%,3266件
1,250-299,-2415円,157分,98%,4200件
2,300-349,-2497円,158分,97.9%,3691件
3,350-399,-1861円,153分,98.4%,3484件
4,400-449,-1787円,153分,98.4%,3070件
5,450-499,-1691円,151分,98.5%,2818件
6,500-549,-1494円,149分,98.7%,2639件
7,550-599,-1024円,145分,99.1%,2510件
8,600-649,-1438円,145分,98.7%,2204件
9,650-699,-1032円,142分,99%,2147件
10,700-749,-429円,139分,99.6%,2020件
11,750-799,-174円,137分,99.8%,1906件
12,800-849,-386円,134分,99.6%,3452件
13,850-899,-298円,134分,99.7%,1960件
14,900-949,-268円,131分,99.7%,2026件
15,950-999,65円,129分,100.1%,1730件
16,1000-1049,328円,127分,100.3%,1550件
17,1050-1099,610円,123分,100.7%,1536件
18,1100-1149,143円,122分,100.2%,1487件
19,1150-1199,273円,119分,100.3%,1361件
20,1200-1249,1088円,116分,101.3%,1414件
21,1250-1299,1613円,114分,101.9%,1270件
22,1300-1349,1261円,112分,101.5%,1304件
23,1350-1399,1469円,108分,101.8%,1291件
24,1400-1449,1490円,106分,101.9%,1262件
25,1450-1499,1572円,103分,102%,1265件
26,1500-1549,2407円,100分,103.2%,1203件
27,1550-1599,2508円,97分,103.5%,1196件
28,1600-1649,2710円,95分,103.8%,1086件
29,1650-1699,2785円,92分,104.1%,1111件
30,1700-1749,2929円,91分,104.3%,1040件
31,1750-1799,2676円,87分,104.1%,1045件
32,1800-1849,3160円,83分,105.1%,973件
33,1850-1899,3562円,80分,106%,1013件
34,1900-1949,3499円,76分,106.1%,963件
35,1950-1999,3839円,73分,107%,934件
36,2000-2049,3741円,69分,107.3%,952件
37,2050-2099,4157円,67分,108.3%,892件
38,2100-2149,4211円,64分,108.7%,895件
39,2150-2199,4764円,61分,110.4%,909件
40,2200-2249,4837円,57分,111.2%,800件
41,2250-2299,4539円,54分,111.2%,799件
42,2300-2349,5166円,51分,113.4%,786件
43,2350-2399,5713円,47分,116.1%,791件
44,2400-2449,6121円,46分,117.7%,730件
45,2450-2499,5937円,44分,117.9%,755件
46,2500-2549,6890円,42分,121.8%,696件
47,2550-2599,7364円,41分,123.8%,679件
48,2600-2649,7747円,39分,126.4%,634件
49,2650-2699,8323円,38分,129.5%,574件
50,2700-2749,9239円,34分,136%,479件
51,2750-2799,9982円,31分,142.4%,412件
52,2800-2849,10552円,28分,149.6%,329件
53,2850-2899,11893円,26分,162.2%,242件
54,2900-2949,12770円,22分,178.4%,188件
