,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-2016円,170分,98.4%,47件
1,400-449,-635円,154分,99.5%,70件
2,450-499,-858円,149分,99.2%,104件
3,500-549,-347円,149分,99.7%,136件
4,550-599,-526円,140分,99.5%,179件
5,600-649,517円,139分,100.5%,204件
6,650-699,454円,140分,100.4%,215件
7,700-749,559円,138分,100.5%,239件
8,750-799,-475円,139分,99.5%,281件
9,800-849,576円,136分,100.6%,288件
10,850-899,1016円,133分,101%,301件
11,900-949,1209円,131分,101.2%,358件
12,950-999,1845円,127分,101.9%,360件
13,1000-1049,1133円,125分,101.2%,435件
14,1050-1099,2139円,124分,102.3%,425件
15,1100-1149,1142円,122分,101.3%,421件
16,1150-1199,1297円,119分,101.5%,479件
17,1200-1249,2021円,118分,102.3%,470件
18,1250-1299,2220円,114分,102.6%,402件
19,1300-1349,1514円,115分,101.8%,425件
20,1350-1399,2337円,107分,102.9%,436件
21,1400-1449,2065円,107分,102.6%,447件
22,1450-1499,2748円,102分,103.6%,413件
23,1500-1549,2727円,100分,103.6%,433件
24,1550-1599,3400円,98分,104.6%,411件
25,1600-1649,3797円,96分,105.3%,446件
26,1650-1699,3446円,91分,105%,384件
27,1700-1749,3287円,89分,104.9%,383件
28,1750-1799,3933円,84分,106.2%,335件
29,1800-1849,4253円,79分,107.2%,339件
30,1850-1899,4967円,79分,108.4%,320件
31,1900-1949,5043円,76分,108.8%,316件
32,1950-1999,4653円,72分,108.7%,283件
33,2000-2049,5445円,69分,110.4%,276件
34,2050-2099,5590円,66分,111.2%,276件
35,2100-2149,4694円,64分,109.8%,265件
36,2150-2199,4281円,63分,109%,263件
37,2200-2249,5574円,56分,113.3%,226件
38,2250-2299,5534円,54分,113.7%,226件
39,2300-2349,5730円,50分,115.1%,224件
40,2350-2399,5953円,47分,116.7%,229件
41,2400-2449,6771円,43分,121%,204件
42,2450-2499,5886円,44分,117.7%,216件
43,2500-2549,6615円,43分,120.6%,174件
44,2550-2599,8103円,39分,127.9%,199件
45,2600-2649,8468円,39分,129%,160件
46,2650-2699,9121円,36分,134%,201件
47,2700-2749,9289円,36分,134.8%,157件
48,2750-2799,10495円,32分,143.8%,146件
49,2800-2849,11534円,28分,155.1%,144件
50,2850-2899,12030円,26分,161.7%,156件
51,2900-2949,13621円,23分,179%,130件
