,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5447円,106分,106.9%,1050件
1,1500-1549,5689円,103分,107.3%,1091件
2,1550-1599,6272円,100分,108.3%,994件
3,1600-1649,6543円,97分,109%,1021件
4,1650-1699,6345円,96分,108.8%,882件
5,1700-1749,6356円,92分,109.2%,919件
6,1750-1799,6687円,91分,109.8%,868件
7,1800-1849,5971円,86分,109.2%,836件
8,1850-1899,6550円,83分,110.5%,826件
9,1900-1949,6872円,79分,111.6%,834件
10,1950-1999,6976円,75分,112.4%,802件
11,2000-2049,6811円,72分,112.6%,777件
12,2050-2099,6521円,67分,112.9%,805件
13,2100-2149,6777円,65分,113.9%,740件
14,2150-2199,7214円,63分,115.3%,759件
15,2200-2249,7346円,59分,116.7%,763件
16,2250-2299,7072円,56分,117%,648件
17,2300-2349,6932円,52分,117.9%,680件
18,2350-2399,7528円,50分,120.2%,661件
19,2400-2449,8033円,47分,122.8%,658件
20,2450-2499,8462円,46分,124.5%,608件
21,2500-2549,8263円,45分,124.7%,625件
22,2550-2599,9429円,42分,130.1%,572件
23,2600-2649,9975円,40分,132.8%,559件
24,2650-2699,10284円,38分,135.7%,525件
25,2700-2749,10865円,37分,139.4%,476件
26,2750-2799,11914円,33分,147.9%,386件
27,2800-2849,12828円,30分,157.1%,346件
28,2850-2899,13430円,27分,166.7%,273件
29,2900-2949,14741円,24分,181.2%,185件
