,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,6164円,108分,107.6%,1196件
1,1450-1499,5328円,106分,106.7%,1068件
2,1500-1549,6185円,104分,107.9%,938件
3,1550-1599,6111円,101分,108%,960件
4,1600-1649,6192円,99分,108.3%,961件
5,1650-1699,5685円,94分,108%,886件
6,1700-1749,6146円,92分,109%,920件
7,1750-1799,6535円,88分,109.9%,852件
8,1800-1849,6902円,85分,110.9%,840件
9,1850-1899,6385円,80分,110.6%,833件
10,1900-1949,6451円,79分,110.9%,743件
11,1950-1999,6341円,75分,111.3%,773件
12,2000-2049,6379円,74分,111.5%,725件
13,2050-2099,6750円,70分,112.9%,715件
14,2100-2149,7579円,66分,115.4%,690件
15,2150-2199,7155円,63分,115.1%,708件
16,2200-2249,7009円,59分,115.7%,610件
17,2250-2299,6965円,57分,116.4%,610件
18,2300-2349,7171円,53分,118.1%,579件
19,2350-2399,7404円,49分,120.1%,565件
20,2400-2449,7661円,47分,121.9%,563件
21,2450-2499,8143円,46分,123.6%,545件
22,2500-2549,8994円,44分,127.4%,592件
23,2550-2599,9427円,42分,130.2%,532件
24,2600-2649,9718円,40分,132.5%,552件
25,2650-2699,10629円,38分,137.4%,488件
26,2700-2749,10982円,36分,140.2%,464件
27,2750-2799,11849円,33分,147.6%,427件
28,2800-2849,12582円,31分,154.6%,381件
29,2850-2899,13848円,27分,167.4%,337件
30,2900-2949,14526円,24分,180.1%,264件
