,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2662円,138分,102.6%,104件
1,750-799,2690円,134分,102.7%,215件
2,800-849,3288円,128分,103.4%,248件
3,850-899,4334円,122分,104.8%,257件
4,900-949,3410円,127分,103.6%,255件
5,950-999,3505円,121分,103.9%,274件
6,1000-1049,3322円,123分,103.6%,270件
7,1050-1099,3751円,124分,104%,268件
8,1100-1149,4628円,113分,105.5%,284件
9,1150-1199,4398円,115分,105.1%,273件
10,1200-1249,4906円,110分,106%,244件
11,1250-1299,4032円,113分,104.8%,300件
12,1300-1349,4971円,104分,106.4%,295件
13,1350-1399,5280円,105分,106.7%,342件
14,1400-1449,5148円,104分,106.6%,255件
15,1450-1499,4950円,99分,106.7%,284件
16,1500-1549,6104円,97分,108.4%,213件
17,1550-1599,5711円,94分,108.1%,229件
18,1600-1649,6648円,92分,109.6%,201件
19,1650-1699,5415円,86分,108.4%,191件
20,1700-1749,7216円,86分,111.3%,193件
21,1750-1799,6918円,83分,111.2%,168件
22,1800-1849,6692円,80分,111.2%,183件
23,1850-1899,8005円,75分,114.3%,196件
24,1900-1949,6980円,74分,112.6%,205件
25,1950-1999,6918円,74分,112.5%,188件
26,2000-2049,7320円,70分,113.9%,143件
27,2050-2099,7542円,66分,115.3%,158件
28,2100-2149,8612円,62分,118.6%,137件
29,2150-2199,8808円,60分,119.7%,151件
30,2200-2249,7860円,55分,118.9%,139件
31,2250-2299,8467円,50分,122.6%,138件
32,2300-2349,8720円,43分,127.1%,133件
33,2350-2399,8438円,40分,128.3%,143件
34,2400-2449,9344円,38分,132.4%,115件
35,2450-2499,10150円,35分,138.2%,124件
36,2500-2549,10290円,36分,138.6%,108件
37,2550-2599,9633円,35分,136.4%,105件
38,2600-2649,10386円,33分,142.1%,87件
39,2650-2699,11198円,33分,145.2%,99件
40,2700-2749,12031円,31分,152.4%,93件
41,2750-2799,11651円,31分,150.5%,89件
42,2800-2849,12297円,27分,161.9%,89件
43,2850-2899,12583円,26分,165.6%,92件
44,2900-2949,13485円,23分,177.4%,65件
