,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,6150円,125分,106.5%,719件
1,1050-1099,6477円,125分,106.9%,770件
2,1100-1149,7003円,124分,107.5%,743件
3,1150-1199,6285円,119分,107%,683件
4,1200-1249,6459円,115分,107.5%,798件
5,1250-1299,6714円,113分,107.9%,742件
6,1300-1349,7168円,111分,108.6%,727件
7,1350-1399,8205円,108分,110.2%,738件
8,1400-1449,8397円,107分,110.5%,709件
9,1450-1499,7544円,106分,109.5%,716件
10,1500-1549,7699円,100分,110.3%,677件
11,1550-1599,7005円,97分,109.7%,596件
12,1600-1649,8307円,96分,111.5%,587件
13,1650-1699,7386円,91分,110.8%,602件
14,1700-1749,8013円,89分,112%,576件
15,1750-1799,7852円,87分,112.1%,606件
16,1800-1849,8398円,83分,113.5%,532件
17,1850-1899,8965円,80分,114.9%,508件
18,1900-1949,8885円,79分,115.1%,536件
19,1950-1999,9044円,76分,115.9%,509件
20,2000-2049,8785円,72分,116.3%,482件
21,2050-2099,9362円,70分,117.8%,516件
22,2100-2149,9323円,66分,118.8%,506件
23,2150-2199,9644円,62分,120.6%,437件
24,2200-2249,9261円,56分,122.2%,442件
25,2250-2299,8918円,50分,123.9%,435件
26,2300-2349,9351円,44分,128.1%,428件
27,2350-2399,9726円,43分,130.3%,402件
28,2400-2449,9477円,42分,130.1%,404件
29,2450-2499,9580円,40分,131.6%,406件
30,2500-2549,10157円,39分,135%,419件
31,2550-2599,10733円,37分,138.7%,372件
32,2600-2649,10899円,36分,140.2%,374件
33,2650-2699,11284円,35分,142.8%,366件
34,2700-2749,11609円,34分,145.8%,334件
35,2750-2799,12732円,31分,155%,363件
36,2800-2849,12846円,29分,159.6%,331件
37,2850-2899,13207円,26分,168.4%,307件
38,2900-2949,14149円,23分,180.6%,285件
