,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,4774円,120分,105.3%,1703件
1,1250-1299,5170円,116分,105.9%,1586件
2,1300-1349,5447円,112分,106.5%,1543件
3,1350-1399,5760円,112分,106.9%,1447件
4,1400-1449,5257円,108分,106.5%,1449件
5,1450-1499,5938円,104分,107.6%,1460件
6,1500-1549,5582円,103分,107.2%,1445件
7,1550-1599,5655円,99分,107.6%,1348件
8,1600-1649,5770円,97分,107.9%,1284件
9,1650-1699,6253円,95分,108.8%,1324件
10,1700-1749,6396円,91分,109.4%,1254件
11,1750-1799,6461円,89分,109.7%,1272件
12,1800-1849,6628円,86分,110.2%,1245件
13,1850-1899,6518円,84分,110.3%,1188件
14,1900-1949,7049円,80分,111.7%,1139件
15,1950-1999,6945円,75分,112.3%,1180件
16,2000-2049,6609円,71分,112.3%,1112件
17,2050-2099,6524円,67分,113%,1071件
18,2100-2149,7173円,64分,115%,1049件
19,2150-2199,7258円,61分,115.8%,1005件
20,2200-2249,7114円,58分,116.4%,977件
21,2250-2299,7231円,54分,117.8%,988件
22,2300-2349,7471円,51分,119.7%,967件
23,2350-2399,7552円,48分,121.1%,940件
24,2400-2449,7706円,46分,122.2%,877件
25,2450-2499,8422円,44分,125.6%,873件
26,2500-2549,8514円,43分,126.4%,852件
27,2550-2599,8894円,42分,128.4%,810件
28,2600-2649,9441円,39分,132.2%,847件
29,2650-2699,10001円,38分,135.4%,779件
30,2700-2749,9963円,38分,135.4%,655件
