,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,8068円,120分,109%,454件
1,1200-1249,7560円,116分,108.7%,808件
2,1250-1299,7527円,113分,108.9%,439件
3,1300-1349,8098円,109分,109.9%,473件
4,1350-1399,8337円,108分,110.3%,445件
5,1400-1449,8281円,105分,110.5%,382件
6,1450-1499,7417円,104分,109.5%,376件
7,1500-1549,8300円,100分,111.1%,363件
8,1550-1599,8686円,98分,111.8%,338件
9,1600-1649,8674円,94分,112.3%,289件
10,1650-1699,9232円,91分,113.5%,296件
11,1700-1749,8629円,90分,112.8%,297件
12,1750-1799,9420円,86分,114.5%,335件
13,1800-1849,9191円,82分,115%,306件
14,1850-1899,8559円,82分,113.9%,300件
15,1900-1949,9905円,77分,117.1%,272件
16,1950-1999,9952円,76分,117.6%,256件
17,2000-2049,9253円,72分,117%,231件
18,2050-2099,10491円,69分,120.2%,264件
19,2100-2149,10757円,67分,121.6%,232件
20,2150-2199,10059円,60分,122.5%,240件
21,2200-2249,10150円,56分,124.3%,215件
22,2250-2299,10170円,50分,126.9%,228件
23,2300-2349,11189円,44分,133.7%,221件
24,2350-2399,10642円,42分,134.1%,203件
25,2400-2449,10450円,40分,134.9%,235件
26,2450-2499,11023円,39分,138%,215件
27,2500-2549,10573円,40分,135.5%,198件
28,2550-2599,11834円,36分,144%,216件
29,2600-2649,11480円,36分,143%,179件
30,2650-2699,12312円,33分,149.3%,204件
31,2700-2749,12441円,33分,150.2%,175件
32,2750-2799,12727円,31分,154.6%,171件
33,2800-2849,13924円,29分,164.2%,171件
34,2850-2899,14101円,26分,173.5%,180件
35,2900-2949,14353円,23分,185%,133件
