,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,122円,127分,100.1%,21件
1,850-899,828円,144分,100.8%,37件
2,900-949,3810円,124分,104.1%,30件
3,950-999,837円,128分,100.9%,40件
4,1000-1049,1972円,132分,102%,35件
5,1050-1099,3341円,126分,103.5%,56件
6,1100-1149,2376円,119分,102.7%,58件
7,1150-1199,2534円,117分,102.9%,69件
8,1200-1249,3328円,117分,103.8%,78件
9,1250-1299,3008円,115分,103.5%,87件
10,1300-1349,2667円,109分,103.3%,74件
11,1350-1399,3570円,109分,104.4%,86件
12,1400-1449,3246円,105分,104.1%,80件
13,1450-1499,3232円,99分,104.3%,89件
14,1500-1549,2341円,100分,103.1%,101件
15,1550-1599,3471円,96分,104.8%,99件
16,1600-1649,4129円,92分,106%,126件
17,1650-1699,4250円,91分,106.2%,107件
18,1700-1749,4862円,91分,107.1%,116件
19,1750-1799,5251円,88分,107.9%,103件
20,1800-1849,4497円,83分,107.2%,90件
21,1850-1899,4876円,78分,108.3%,126件
22,1900-1949,4515円,75分,108.1%,115件
23,1950-1999,3962円,74分,107.1%,103件
24,2000-2049,6608円,68分,112.9%,107件
25,2050-2099,4469円,66分,109%,75件
26,2100-2149,4302円,65分,108.9%,87件
27,2150-2199,5183円,63分,111%,68件
28,2200-2249,5293円,58分,112.1%,70件
29,2250-2299,5439円,52分,114%,73件
30,2300-2349,7097円,47分,120%,76件
31,2350-2399,6824円,44分,120.5%,61件
32,2400-2449,5748円,46分,116.7%,63件
33,2450-2499,7132円,44分,121.7%,67件
34,2500-2549,7019円,42分,122.2%,56件
35,2550-2599,7522円,41分,124.3%,68件
36,2600-2649,7500円,42分,123.7%,62件
37,2650-2699,8669円,36分,131.8%,53件
38,2700-2749,9885円,34分,138.6%,47件
39,2750-2799,9924円,31分,143.1%,44件
40,2800-2849,11507円,27分,156.1%,46件
41,2850-2899,12292円,27分,160.6%,59件
42,2900-2949,13056円,23分,176.2%,52件
