,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,689円,145分,100.6%,116件
1,500-549,168円,149分,100.2%,149件
2,550-599,995円,148分,100.9%,193件
3,600-649,1087円,141分,101%,232件
4,650-699,-479円,143分,99.6%,277件
5,700-749,2105円,138分,102%,305件
6,750-799,1416円,137分,101.4%,329件
7,800-849,1512円,135分,101.5%,374件
8,850-899,1371円,135分,101.4%,410件
9,900-949,2129円,130分,102.2%,403件
10,950-999,2268円,128分,102.4%,439件
11,1000-1049,1476円,129分,101.5%,464件
12,1050-1099,1550円,125分,101.7%,508件
13,1100-1149,2623円,119分,102.9%,503件
14,1150-1199,2684円,123分,102.9%,501件
15,1200-1249,2698円,116分,103.1%,509件
16,1250-1299,3335円,111分,104%,490件
17,1300-1349,3187円,111分,103.8%,460件
18,1350-1399,3075円,110分,103.7%,470件
19,1400-1449,3769円,105分,104.8%,424件
20,1450-1499,2853円,104分,103.7%,391件
21,1500-1549,3721円,100分,104.9%,411件
22,1550-1599,3782円,99分,105.1%,418件
23,1600-1649,4109円,93分,105.9%,366件
24,1650-1699,4032円,90分,105.9%,385件
25,1700-1749,4378円,91分,106.4%,365件
26,1750-1799,4377円,85分,106.9%,322件
27,1800-1849,4902円,85分,107.7%,297件
28,1850-1899,4850円,80分,108.1%,319件
29,1900-1949,5456円,76分,109.6%,267件
30,1950-1999,4476円,74分,108.1%,255件
31,2000-2049,6214円,70分,111.8%,247件
32,2050-2099,5048円,67分,110.1%,259件
33,2100-2149,5112円,63分,110.7%,253件
34,2150-2199,6241円,57分,114.5%,242件
35,2200-2249,6169円,57分,114.5%,230件
36,2250-2299,5654円,54分,114%,224件
37,2300-2349,6219円,48分,117.3%,193件
38,2350-2399,5969円,50分,116%,206件
39,2400-2449,6657円,46分,119.3%,174件
40,2450-2499,6639円,46分,119.2%,187件
41,2500-2549,7762円,42分,124.9%,178件
42,2550-2599,7917円,40分,126.2%,173件
43,2600-2649,8353円,40分,128.1%,203件
44,2650-2699,8929円,37分,132%,185件
45,2700-2749,9546円,35分,136.3%,149件
46,2750-2799,10960円,31分,146.7%,159件
47,2800-2849,11325円,30分,150.1%,153件
48,2850-2899,12488円,26分,163.3%,150件
49,2900-2949,13318円,23分,178.9%,114件
