,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,73円,140分,100.1%,53件
1,700-749,902円,137分,100.9%,68件
2,750-799,444円,131分,100.5%,96件
3,800-849,1800円,135分,101.8%,92件
4,850-899,454円,129分,100.5%,96件
5,900-949,1687円,130分,101.7%,114件
6,950-999,301円,129分,100.3%,133件
7,1000-1049,743円,127分,100.8%,117件
8,1050-1099,1575円,122分,101.7%,143件
9,1100-1149,2443円,118分,102.8%,176件
10,1150-1199,1749円,118分,102%,159件
11,1200-1249,2054円,118分,102.3%,197件
12,1250-1299,2099円,116分,102.4%,180件
13,1300-1349,2488円,110分,103%,209件
14,1350-1399,1544円,110分,101.9%,224件
15,1400-1449,2289円,107分,102.9%,211件
16,1450-1499,2975円,101分,103.9%,175件
17,1500-1549,2360円,105分,103%,185件
18,1550-1599,3370円,98分,104.6%,197件
19,1600-1649,2548円,97分,103.5%,199件
20,1650-1699,4196円,89分,106.3%,208件
21,1700-1749,2561円,88分,103.9%,188件
22,1750-1799,4903円,83分,107.9%,186件
23,1800-1849,4746円,83分,107.6%,185件
24,1850-1899,3992円,79分,106.8%,153件
25,1900-1949,4280円,76分,107.5%,169件
26,1950-1999,4955円,70分,109.4%,153件
27,2000-2049,5139円,68分,110%,161件
28,2050-2099,6169円,65分,112.7%,140件
29,2100-2149,6779円,62分,114.7%,137件
30,2150-2199,6022円,55分,114.5%,112件
31,2200-2249,5939円,55分,114.3%,120件
32,2250-2299,6145円,52分,115.8%,125件
33,2300-2349,5908円,50分,115.8%,120件
34,2350-2399,4646円,50分,112.4%,113件
35,2400-2449,7262円,43分,122.3%,112件
36,2450-2499,6895円,43分,121.6%,109件
37,2500-2549,7064円,42分,122.4%,106件
38,2550-2599,7425円,40分,124.8%,104件
39,2600-2649,8557円,37分,131.2%,92件
40,2650-2699,7974円,36分,129.2%,101件
41,2700-2749,8969円,35分,134.2%,91件
42,2750-2799,10208円,31分,144.2%,84件
43,2800-2849,10901円,29分,150.3%,65件
44,2850-2899,11859円,25分,163.2%,83件
45,2900-2949,12459円,25分,166.4%,72件
