,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,803円,151分,100.7%,1309件
1,450-499,944円,151分,100.8%,1342件
2,500-549,1229円,145分,101.1%,1402件
3,550-599,1228円,146分,101.1%,1429件
4,600-649,1004円,145分,100.9%,1418件
5,650-699,1402円,144分,101.3%,1450件
6,700-749,1532円,140分,101.5%,1456件
7,750-799,2189円,137分,102.1%,1363件
8,800-849,1403円,138分,101.4%,1633件
9,850-899,1962円,133分,102%,1597件
10,900-949,1819円,131分,101.9%,1616件
11,950-999,2462円,129分,102.6%,1472件
12,1000-1049,2490円,126分,102.6%,1455件
13,1050-1099,2558円,125分,102.7%,1274件
14,1100-1149,2596円,122分,102.8%,1241件
15,1150-1199,2674円,122分,102.9%,1110件
16,1200-1249,2521円,116分,102.9%,1065件
17,1250-1299,3101円,115分,103.6%,1073件
18,1300-1349,3298円,112分,103.9%,992件
19,1350-1399,3067円,111分,103.7%,938件
20,1400-1449,3701円,107分,104.6%,990件
21,1450-1499,4247円,102分,105.5%,995件
22,1500-1549,3683円,101分,104.9%,900件
23,1550-1599,4391円,99分,105.9%,760件
24,1600-1649,4090円,97分,105.6%,778件
25,1650-1699,4430円,94分,106.3%,786件
26,1700-1749,3969円,90分,105.9%,739件
27,1750-1799,4484円,87分,106.9%,768件
28,1800-1849,4766円,84分,107.6%,700件
29,1850-1899,5228円,80分,108.7%,680件
30,1900-1949,4942円,75分,108.8%,677件
31,1950-1999,5032円,74分,109%,619件
32,2000-2049,5158円,70分,109.8%,634件
33,2050-2099,4980円,69分,109.6%,594件
34,2100-2149,5691円,65分,111.7%,586件
35,2150-2199,6277円,60分,113.9%,573件
36,2200-2249,6011円,59分,113.6%,578件
37,2250-2299,5990円,55分,114.6%,501件
38,2300-2349,6486円,52分,116.8%,514件
39,2350-2399,6143円,49分,116.8%,463件
40,2400-2449,6689円,46分,119.3%,474件
41,2450-2499,7123円,44分,121.4%,460件
42,2500-2549,7530円,43分,123.2%,437件
43,2550-2599,8185円,41分,126.3%,469件
44,2600-2649,9099円,38分,131.7%,437件
45,2650-2699,9315円,36分,134.2%,471件
46,2700-2749,10270円,35分,139.5%,400件
47,2750-2799,10739円,33分,144%,381件
48,2800-2849,11761円,29分,153.6%,355件
49,2850-2899,12528円,26分,163.8%,327件
50,2900-2949,13674円,23分,178.3%,252件
