,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-20円,153分,100%,56件
1,500-549,522円,150分,100.5%,87件
2,550-599,884円,147分,100.8%,112件
3,600-649,325円,142分,100.3%,151件
4,650-699,1673円,141分,101.6%,157件
5,700-749,1518円,140分,101.4%,171件
6,750-799,1437円,138分,101.4%,193件
7,800-849,986円,138分,101%,235件
8,850-899,1534円,134分,101.5%,231件
9,900-949,1876円,132分,101.9%,232件
10,950-999,2744円,127分,102.9%,306件
11,1000-1049,2941円,125分,103.1%,287件
12,1050-1099,2090円,123分,102.3%,342件
13,1100-1149,2928円,124分,103.2%,332件
14,1150-1199,2432円,119分,102.7%,341件
15,1200-1249,2042円,117分,102.3%,389件
16,1250-1299,2851円,117分,103.2%,381件
17,1300-1349,3112円,112分,103.7%,323件
18,1350-1399,2521円,114分,103%,337件
19,1400-1449,3200円,106分,104%,351件
20,1450-1499,2664円,106分,103.3%,339件
21,1500-1549,3484円,101分,104.6%,341件
22,1550-1599,2918円,97分,104%,334件
23,1600-1649,4716円,95分,106.6%,333件
24,1650-1699,4871円,93分,107%,368件
25,1700-1749,3865円,89分,105.8%,295件
26,1750-1799,4148円,87分,106.4%,300件
27,1800-1849,4910円,82分,108%,283件
28,1850-1899,5024円,77分,108.6%,280件
29,1900-1949,5641円,76分,109.9%,255件
30,1950-1999,5552円,74分,110%,248件
31,2000-2049,5449円,69分,110.6%,229件
32,2050-2099,6163円,67分,112.2%,227件
33,2100-2149,6461円,63分,113.7%,224件
34,2150-2199,5494円,62分,111.8%,221件
35,2200-2249,4196円,61分,109.2%,199件
36,2250-2299,6061円,52分,115.4%,184件
37,2300-2349,6064円,51分,115.8%,181件
38,2350-2399,6339円,48分,117.7%,188件
39,2400-2449,6375円,47分,118.1%,185件
40,2450-2499,6961円,43分,121.3%,158件
41,2500-2549,6655円,43分,120.5%,172件
42,2550-2599,7336円,43分,122.9%,140件
43,2600-2649,8863円,38分,131.4%,158件
44,2650-2699,9464円,37分,133.8%,125件
45,2700-2749,10016円,33分,140%,155件
46,2750-2799,10279円,34分,140.3%,123件
47,2800-2849,11530円,29分,152.6%,116件
48,2850-2899,12707円,26分,166.2%,113件
49,2900-2949,13472円,23分,176.6%,116件
