,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1969円,147分,101.8%,112件
1,650-699,2290円,144分,102.1%,135件
2,700-749,2129円,135分,102.1%,156件
3,750-799,520円,139分,100.5%,189件
4,800-849,3135円,134分,103.1%,210件
5,850-899,2327円,134分,102.3%,229件
6,900-949,3171円,128分,103.3%,272件
7,950-999,1890円,131分,101.9%,277件
8,1000-1049,3004円,128分,103.1%,269件
9,1050-1099,3708円,123分,104%,311件
10,1100-1149,2410円,124分,102.6%,327件
11,1150-1199,2744円,119分,103.1%,360件
12,1200-1249,4081円,115分,104.7%,353件
13,1250-1299,4146円,117分,104.7%,351件
14,1300-1349,3801円,110分,104.6%,342件
15,1350-1399,4608円,104分,105.9%,343件
16,1400-1449,4174円,105分,105.3%,330件
17,1450-1499,4382円,104分,105.6%,334件
18,1500-1549,4289円,101分,105.7%,283件
19,1550-1599,3585円,99分,104.8%,273件
20,1600-1649,4301円,96分,106%,274件
21,1650-1699,4863円,92分,107.1%,286件
22,1700-1749,4824円,89分,107.2%,249件
23,1750-1799,4315円,87分,106.6%,255件
24,1800-1849,5215円,86分,108.1%,263件
25,1850-1899,5528円,79分,109.4%,223件
26,1900-1949,6013円,80分,110%,199件
27,1950-1999,5838円,73分,110.7%,216件
28,2000-2049,7076円,69分,113.6%,197件
29,2050-2099,4690円,68分,109.1%,173件
30,2100-2149,6816円,62分,114.6%,162件
31,2150-2199,5844円,58分,113.3%,179件
32,2200-2249,6252円,55分,115.2%,184件
33,2250-2299,7441円,49分,120.1%,164件
34,2300-2349,7176円,49分,119.4%,157件
35,2350-2399,6430円,47分,118.1%,143件
36,2400-2449,8054円,43分,125%,140件
37,2450-2499,7152円,45分,121%,140件
38,2500-2549,8073円,42分,125.7%,123件
39,2550-2599,8731円,41分,128.5%,130件
40,2600-2649,8409円,40分,128%,114件
41,2650-2699,9446円,36分,135.1%,120件
42,2700-2749,10328円,35分,139.7%,145件
43,2750-2799,10722円,32分,144.8%,124件
44,2800-2849,11665円,29分,153.8%,110件
45,2850-2899,13346円,26分,169.1%,107件
46,2900-2949,13513円,24分,175.4%,102件
