,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,1514円,112分,101.8%,22件
1,1150-1199,5346円,120分,106%,24件
2,1200-1249,4751円,107分,105.9%,33件
3,1250-1299,7878円,107分,109.8%,30件
4,1300-1349,4617円,107分,105.8%,33件
5,1350-1399,4238円,99分,105.7%,31件
6,1400-1449,6080円,97分,108.4%,41件
7,1450-1499,6028円,93分,108.7%,42件
8,1500-1549,6741円,94分,109.5%,47件
9,1550-1599,7185円,96分,109.9%,55件
10,1600-1649,5133円,95分,107.2%,49件
11,1650-1699,6525円,87分,109.9%,63件
12,1700-1749,5467円,91分,108%,60件
13,1750-1799,7475円,82分,112.1%,66件
14,1800-1849,8066円,77分,114%,57件
15,1850-1899,6089円,84分,109.7%,55件
16,1900-1949,8328円,74分,115.1%,52件
17,1950-1999,6603円,76分,111.5%,58件
18,2000-2049,7667円,70分,114.7%,58件
19,2050-2099,6679円,66分,113.6%,51件
20,2100-2149,8921円,58分,120.5%,42件
21,2150-2199,9302円,61分,120.5%,58件
22,2200-2249,6961円,53分,117.6%,36件
23,2250-2299,6622円,52分,117.1%,47件
24,2300-2349,9223円,44分,127.7%,48件
25,2350-2399,10011円,37分,135.7%,41件
26,2400-2449,7175円,43分,122.1%,31件
27,2450-2499,10321円,35分,139.5%,33件
28,2500-2549,9991円,32分,142%,28件
29,2550-2599,10661円,34分,142.3%,31件
30,2600-2649,10383円,34分,140.9%,28件
31,2650-2699,11230円,32分,146.8%,38件
32,2700-2749,11347円,29分,152.1%,32件
33,2750-2799,11349円,31分,149.2%,28件
34,2800-2849,11764円,27分,157.4%,26件
35,2850-2899,12355円,25分,166.3%,31件
36,2900-2949,12766円,21分,181.8%,28件
