,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2723円,142分,102.6%,256件
1,550-599,1772円,147分,101.6%,410件
2,600-649,1486円,144分,101.4%,491件
3,650-699,2793円,136分,102.7%,535件
4,700-749,1916円,137分,101.9%,520件
5,750-799,1890円,135分,101.9%,542件
6,800-849,2559円,134分,102.6%,550件
7,850-899,2151円,134分,102.1%,570件
8,900-949,2856円,129分,102.9%,565件
9,950-999,2641円,128分,102.7%,548件
10,1000-1049,3698円,123分,104%,525件
11,1050-1099,2600円,126分,102.7%,640件
12,1100-1149,3032円,119分,103.4%,617件
13,1150-1199,3132円,118分,103.5%,666件
14,1200-1249,3967円,116分,104.5%,554件
15,1250-1299,3515円,111分,104.2%,571件
16,1300-1349,3852円,112分,104.6%,508件
17,1350-1399,3828円,109分,104.7%,487件
18,1400-1449,4090円,108分,105.1%,413件
19,1450-1499,3828円,102分,105%,400件
20,1500-1549,4533円,100分,106%,416件
21,1550-1599,4735円,97分,106.5%,346件
22,1600-1649,4540円,96分,106.3%,366件
23,1650-1699,5061円,92分,107.3%,393件
24,1700-1749,5253円,87分,108%,373件
25,1750-1799,5302円,87分,108.1%,374件
26,1800-1849,5592円,83分,109%,286件
27,1850-1899,5731円,80分,109.6%,307件
28,1900-1949,6205円,77分,110.8%,292件
29,1950-1999,6665円,73分,112.2%,302件
30,2000-2049,5681円,70分,110.8%,292件
31,2050-2099,6515円,67分,113%,267件
32,2100-2149,6465円,62分,113.8%,273件
33,2150-2199,6528円,57分,115.2%,273件
34,2200-2249,6507円,55分,115.9%,246件
35,2250-2299,7146円,49分,119.4%,243件
36,2300-2349,7358円,49分,120%,235件
37,2350-2399,6900円,46分,120.1%,220件
38,2400-2449,7842円,42分,124.6%,204件
39,2450-2499,7910円,43分,124.3%,208件
40,2500-2549,8510円,42分,126.8%,195件
41,2550-2599,8817円,41分,128.8%,188件
42,2600-2649,8891円,39分,130.8%,192件
43,2650-2699,9542円,37分,134.5%,192件
44,2700-2749,10084円,34分,139.6%,176件
45,2750-2799,10887円,32分,145.7%,154件
46,2800-2849,11574円,29分,153.1%,187件
47,2850-2899,12507円,26分,164.1%,162件
48,2900-2949,13259円,22分,180.8%,156件
