,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5809円,107分,107.3%,3716件
1,1450-1499,5709円,103分,107.4%,3647件
2,1500-1549,5870円,101分,107.8%,3522件
3,1550-1599,5885円,98分,108%,3467件
4,1600-1649,5842円,95分,108.2%,3373件
5,1650-1699,6014円,93分,108.6%,3216件
6,1700-1749,5760円,90分,108.6%,3276件
7,1750-1799,6192円,86分,109.6%,3225件
8,1800-1849,5905円,83分,109.5%,2984件
9,1850-1899,6581円,80分,111%,3048件
10,1900-1949,6606円,77分,111.4%,2970件
11,1950-1999,6382円,74分,111.5%,2867件
12,2000-2049,6452円,71分,112%,2784件
13,2050-2099,6598円,68分,112.9%,2706件
14,2100-2149,6626円,65分,113.6%,2647件
15,2150-2199,7015円,61分,115.3%,2543件
16,2200-2249,7261円,58分,116.8%,2522件
17,2250-2299,7149円,55分,117.3%,2456件
18,2300-2349,7465円,51分,119.4%,2365件
19,2350-2399,7592円,49分,120.9%,2424件
20,2400-2449,7886円,46分,122.7%,2266件
21,2450-2499,7900円,45分,123.3%,1926件
