,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3542円,134分,103.5%,2269件
1,900-949,3358円,133分,103.4%,2168件
2,950-999,3585円,130分,103.7%,1910件
3,1000-1049,3645円,128分,103.8%,1854件
4,1050-1099,3868円,128分,104%,1723件
5,1100-1149,3500円,122分,103.8%,1605件
6,1150-1199,4167円,121分,104.6%,1615件
7,1200-1249,4257円,118分,104.8%,1513件
8,1250-1299,4309円,117分,104.9%,1436件
9,1300-1349,4246円,113分,105%,1493件
10,1350-1399,4906円,109分,106%,1463件
11,1400-1449,4131円,106分,105.2%,1346件
12,1450-1499,5031円,105分,106.4%,1168件
13,1500-1549,5047円,103分,106.5%,1192件
14,1550-1599,5159円,101分,106.8%,1206件
15,1600-1649,4958円,96分,106.9%,1112件
16,1650-1699,5392円,92分,107.8%,1160件
17,1700-1749,5510円,90分,108.2%,1045件
18,1750-1799,6151円,87分,109.4%,1053件
19,1800-1849,5455円,83分,108.8%,1044件
20,1850-1899,5735円,81分,109.4%,949件
21,1900-1949,5714円,77分,109.9%,984件
22,1950-1999,5723円,76分,110%,939件
23,2000-2049,6188円,72分,111.5%,909件
24,2050-2099,6726円,69分,113.1%,850件
25,2100-2149,6488円,65分,113.2%,886件
26,2150-2199,6825円,62分,114.6%,791件
27,2200-2249,6384円,59分,114.4%,773件
28,2250-2299,6681円,56分,116%,717件
29,2300-2349,7119円,51分,118.7%,733件
30,2350-2399,6944円,48分,119.2%,717件
31,2400-2449,7270円,47分,120.7%,676件
32,2450-2499,8150円,44分,124.4%,734件
33,2500-2549,8636円,42分,127.1%,688件
34,2550-2599,8551円,41分,127.6%,676件
35,2600-2649,9431円,39分,132%,600件
36,2650-2699,9891円,38分,135.1%,592件
37,2700-2749,10672円,35分,140.8%,530件
38,2750-2799,11300円,33分,145.6%,482件
39,2800-2849,12316円,30分,155.1%,420件
40,2850-2899,13028円,26分,165.7%,364件
41,2900-2949,13965円,24分,178.2%,278件
