,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1429円,141分,101.3%,928件
1,600-649,817円,142分,100.8%,1228件
2,650-699,1220円,138分,101.2%,1115件
3,700-749,1711円,135分,101.7%,998件
4,750-799,2044円,133分,102.1%,886件
5,800-849,1816円,134分,101.8%,787件
6,850-899,1819円,131分,101.9%,768件
7,900-949,2250円,128分,102.4%,731件
8,950-999,1693円,129分,101.8%,639件
9,1000-1049,2865円,124分,103.1%,616件
10,1050-1099,2685円,121分,103%,531件
11,1100-1149,3046円,120分,103.4%,538件
12,1150-1199,3146円,116分,103.6%,980件
13,1200-1249,3230円,113分,103.8%,533件
14,1250-1299,3813円,110分,104.6%,572件
15,1300-1349,3739円,110分,104.5%,526件
16,1350-1399,4143円,106分,105.2%,448件
17,1400-1449,3341円,105分,104.2%,444件
18,1450-1499,4362円,101分,105.8%,445件
19,1500-1549,4000円,100分,105.3%,399件
20,1550-1599,4607円,95分,106.4%,368件
21,1600-1649,5178円,93分,107.4%,352件
22,1650-1699,4638円,90分,106.8%,376件
23,1700-1749,5663円,87分,108.7%,411件
24,1750-1799,5555円,82分,109%,373件
25,1800-1849,4840円,84分,107.7%,358件
26,1850-1899,6132円,79分,110.4%,327件
27,1900-1949,6413円,76分,111.2%,312件
28,1950-1999,5835円,74分,110.6%,285件
29,2000-2049,7469円,70分,114.2%,332件
30,2050-2099,7372円,68分,114.5%,292件
31,2100-2149,6998円,62分,115%,295件
32,2150-2199,7240円,57分,116.9%,256件
33,2200-2249,7352円,54分,118.3%,272件
34,2250-2299,8412円,47分,123.9%,274件
35,2300-2349,7868円,45分,123.3%,254件
36,2350-2399,7969円,42分,125.3%,279件
37,2400-2449,8228円,41分,126.8%,252件
38,2450-2499,8021円,41分,125.9%,239件
39,2500-2549,9208円,38分,132.5%,253件
40,2550-2599,9030円,37分,132.5%,215件
41,2600-2649,9469円,35分,135.7%,248件
42,2650-2699,9917円,34分,138.6%,211件
43,2700-2749,10198円,33分,141.6%,201件
44,2750-2799,11029円,31分,147.4%,192件
45,2800-2849,11451円,28分,155.2%,215件
46,2850-2899,11703円,25分,163.1%,170件
47,2900-2949,13180円,23分,177.7%,156件
