,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5766円,114分,106.7%,15件
1,1350-1399,7161円,93分,110.2%,18件
2,1400-1449,5510円,100分,107.4%,23件
3,1450-1499,7447円,102分,109.8%,13件
4,1500-1549,5427円,97分,107.4%,13件
5,1550-1599,7166円,96分,109.9%,21件
6,1600-1649,4694円,101分,106.2%,23件
7,1650-1699,7472円,88分,111.4%,33件
8,1700-1749,6901円,92分,110%,21件
9,1750-1799,6219円,92分,109%,26件
10,1800-1849,8073円,74分,114.6%,24件
11,1850-1899,7639円,74分,113.8%,27件
12,1900-1949,4010円,69分,107.8%,20件
13,1950-1999,8154円,72分,115.1%,26件
14,2000-2049,8298円,67分,116.6%,38件
15,2050-2099,9338円,62分,120.2%,31件
16,2100-2149,6551円,61分,114.3%,31件
17,2150-2199,7930円,57分,118.6%,32件
18,2200-2249,9061円,46分,126.2%,23件
19,2250-2299,8104円,45分,124.1%,27件
20,2300-2349,8196円,39分,128.1%,33件
21,2350-2399,9731円,43分,130.3%,34件
22,2400-2449,6223円,43分,119.3%,34件
23,2450-2499,6401円,43分,119.7%,23件
24,2500-2549,7525円,39分,125.6%,33件
25,2550-2599,6934円,39分,123.4%,39件
26,2600-2649,7786円,36分,129%,31件
27,2650-2699,8635円,34分,134.4%,22件
28,2700-2749,10287円,30分,145.1%,26件
29,2750-2799,9810円,31分,142.6%,21件
30,2800-2849,10935円,25分,157.7%,19件
31,2850-2899,11357円,24分,162.6%,23件
32,2900-2949,13477円,23分,179.1%,23件
