,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,5876円,126分,106.2%,149件
1,1100-1149,5072円,127分,105.3%,154件
2,1150-1199,7191円,124分,107.7%,164件
3,1200-1249,8119円,117分,109.3%,171件
4,1250-1299,6032円,117分,106.9%,176件
5,1300-1349,5693円,114分,106.7%,223件
6,1350-1399,7579円,109分,109.3%,200件
7,1400-1449,7701円,112分,109.1%,206件
8,1450-1499,7677円,103分,109.9%,197件
9,1500-1549,8168円,96分,111.3%,208件
10,1550-1599,8134円,97分,111.1%,188件
11,1600-1649,8167円,99分,111%,190件
12,1650-1699,7855円,92分,111.4%,166件
13,1700-1749,7119円,89分,110.7%,158件
14,1750-1799,7834円,90分,111.6%,166件
15,1800-1849,7638円,82分,112.5%,152件
16,1850-1899,8045円,81分,113.2%,146件
17,1900-1949,8073円,77分,114%,160件
18,1950-1999,7854円,75分,113.9%,144件
19,2000-2049,8806円,70分,116.7%,123件
20,2050-2099,9588円,71分,118%,137件
21,2100-2149,8394円,65分,117.3%,119件
22,2150-2199,10322円,58分,123.8%,102件
23,2200-2249,7755円,58分,117.9%,94件
24,2250-2299,8484円,51分,122.1%,80件
25,2300-2349,7627円,48分,121.3%,109件
26,2350-2399,9582円,43分,130%,119件
27,2400-2449,9850円,40分,132.9%,91件
28,2450-2499,9941円,42分,131.2%,85件
29,2500-2549,9761円,43分,130.3%,77件
30,2550-2599,11219円,38分,139.1%,86件
31,2600-2649,10519円,38分,136.8%,80件
32,2650-2699,11492円,37分,141.8%,72件
33,2700-2749,11516円,35分,143.8%,75件
34,2750-2799,12181円,32分,150.7%,71件
35,2800-2849,12242円,29分,156.1%,67件
36,2850-2899,14136円,27分,169.6%,86件
37,2900-2949,14781円,22分,188.4%,63件
