,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,10533円,127分,111.1%,20件
1,1250-1299,8794円,104分,111.2%,28件
2,1300-1349,13047円,110分,115.8%,28件
3,1350-1399,10154円,105分,112.9%,28件
4,1400-1449,9045円,99分,112.2%,23件
5,1450-1499,11020円,96分,115.2%,35件
6,1500-1549,10150円,97分,113.9%,34件
7,1550-1599,12313円,91分,118%,39件
8,1600-1649,12451円,94分,117.7%,47件
9,1650-1699,9878円,93分,114.1%,41件
10,1700-1749,10664円,89分,116%,50件
11,1750-1799,10106円,88分,115.3%,50件
12,1800-1849,11617円,83分,118.6%,54件
13,1850-1899,12261円,75分,121.9%,47件
14,1900-1949,9971円,82分,116.3%,46件
15,1950-1999,11679円,73分,121.4%,44件
16,2000-2049,9975円,74分,118.1%,48件
17,2050-2099,10607円,67分,121.2%,44件
18,2100-2149,9776円,64分,120.3%,42件
19,2150-2199,12025円,59分,127.1%,35件
20,2200-2249,12675円,59分,128.7%,50件
21,2250-2299,10364円,51分,127.3%,27件
22,2300-2349,10663円,48分,129.5%,44件
23,2350-2399,12466円,41分,140.5%,40件
24,2400-2449,13691円,33分,155.3%,36件
25,2450-2499,9511円,42分,130.1%,24件
26,2500-2549,13314円,32分,155.2%,31件
27,2550-2599,12628円,30分,156.9%,24件
28,2600-2649,12798円,33分,151%,26件
29,2650-2699,12805円,32分,152.6%,22件
30,2700-2749,13891円,31分,160.4%,33件
31,2750-2799,14485円,27分,172.6%,29件
32,2800-2849,14257円,29分,165%,24件
33,2850-2899,14919円,25分,180.9%,23件
34,2900-2949,15204円,23分,187.8%,25件
