,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,2483円,141分,102.3%,8824件
1,600-649,2805円,139分,102.7%,2862件
2,650-699,3348円,137分,103.3%,1506件
3,700-749,3071円,135分,103%,1019件
4,750-799,3470円,133分,103.5%,850件
5,800-849,3536円,132分,103.6%,715件
6,850-899,3831円,129分,103.9%,679件
7,900-949,4198円,125分,104.5%,662件
8,950-999,3860円,125分,104.1%,670件
9,1000-1049,4395円,123分,104.8%,605件
10,1050-1099,4187円,120分,104.7%,600件
11,1100-1149,4709円,120分,105.2%,661件
12,1150-1199,5130円,118分,105.8%,632件
13,1200-1249,4457円,114分,105.2%,572件
14,1250-1299,4709円,110分,105.7%,677件
15,1300-1349,4742円,107分,105.9%,614件
16,1350-1399,5411円,105分,106.9%,621件
17,1400-1449,6557円,101分,108.6%,613件
18,1450-1499,6402円,101分,108.4%,584件
19,1500-1549,6265円,100分,108.3%,595件
20,1550-1599,6094円,94分,108.6%,577件
21,1600-1649,5776円,90分,108.5%,494件
22,1650-1699,6804円,90分,110.1%,497件
23,1700-1749,5979円,86分,109.3%,500件
24,1750-1799,7083円,83分,111.3%,488件
25,1800-1849,6534円,81分,110.7%,509件
26,1850-1899,7064円,79分,112%,442件
27,1900-1949,7670円,75分,113.6%,426件
28,1950-1999,7769円,73分,114.2%,448件
29,2000-2049,7868円,71分,114.8%,421件
30,2050-2099,7629円,66分,115.3%,408件
31,2100-2149,8523円,64分,117.7%,440件
32,2150-2199,8544円,61分,118.7%,407件
33,2200-2249,8806円,57分,120.5%,373件
34,2250-2299,8815円,50分,123.6%,367件
35,2300-2349,8743円,44分,126.8%,369件
36,2350-2399,8890円,39分,130.2%,357件
37,2400-2449,9516円,38分,133%,327件
38,2450-2499,9387円,37分,133.5%,352件
39,2500-2549,9304円,37分,133.8%,344件
40,2550-2599,10026円,35分,138.2%,348件
41,2600-2649,10729円,33分,143.3%,306件
42,2650-2699,10823円,33分,144.4%,302件
43,2700-2749,11133円,31分,148.2%,311件
44,2750-2799,11657円,30分,152.6%,285件
45,2800-2849,12710円,26分,164.1%,305件
46,2850-2899,12763円,24分,169.8%,279件
47,2900-2949,12933円,22分,179.9%,227件
