,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6418円,123分,107%,20件
1,1250-1299,5437円,101分,107.2%,28件
2,1300-1349,9149円,107分,111.4%,28件
3,1350-1399,6663円,102分,108.7%,28件
4,1400-1449,5862円,96分,108.1%,23件
5,1450-1499,7728円,93分,111%,35件
6,1500-1549,6904円,94分,109.8%,34件
7,1550-1599,9072円,88分,113.7%,39件
8,1600-1649,9100円,91分,113.3%,47件
9,1650-1699,6808円,91分,110%,41件
10,1700-1749,7621円,86分,111.8%,50件
11,1750-1799,7092円,85分,111.1%,50件
12,1800-1849,8695円,81分,114.3%,54件
13,1850-1899,9574円,72分,117.6%,47件
14,1900-1949,7215円,79分,112.1%,46件
15,1950-1999,9006円,70分,117.1%,44件
16,2000-2049,7503円,71分,114%,48件
17,2050-2099,8179円,65分,116.9%,44件
18,2100-2149,7625円,62分,116.3%,42件
19,2150-2199,9719円,57分,122.6%,35件
20,2200-2249,10402円,57分,124.4%,50件
21,2250-2299,8439円,49分,123%,27件
22,2300-2349,8857円,47分,125.4%,44件
23,2350-2399,10823円,40分,136.4%,40件
24,2400-2449,12163円,32分,151.2%,36件
25,2450-2499,7983円,41分,126.1%,24件
26,2500-2549,11786円,31分,151%,31件
27,2550-2599,11100円,28分,152.4%,24件
28,2600-2649,11270円,32分,146.8%,26件
29,2650-2699,11277円,31分,148.3%,22件
30,2700-2749,12363円,29分,156.3%,33件
31,2750-2799,12957円,25分,168.4%,29件
32,2800-2849,12729円,28分,160.9%,24件
33,2850-2899,13390円,23分,176.9%,23件
34,2900-2949,13675円,22分,184%,25件
