,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,573円,146分,100.5%,12918件
1,500-549,858円,146分,100.8%,4060件
2,550-599,1417円,142分,101.3%,2139件
3,600-649,1481円,141分,101.4%,1441件
4,650-699,1382円,139分,101.3%,1204件
5,700-749,1328円,138分,101.3%,1017件
6,750-799,1834円,135分,101.8%,959件
7,800-849,2076円,131分,102.1%,942件
8,850-899,1769円,131分,101.8%,964件
9,900-949,2210円,128分,102.3%,868件
10,950-999,1909円,127分,102%,845件
11,1000-1049,2473円,124分,102.7%,917件
12,1050-1099,3085円,124分,103.3%,903件
13,1100-1149,2629円,120分,102.9%,795件
14,1150-1199,2739円,116分,103.2%,949件
15,1200-1249,3072円,114分,103.6%,919件
16,1250-1299,3278円,112分,103.9%,861件
17,1300-1349,4147円,109分,105.1%,869件
18,1350-1399,4401円,108分,105.4%,826件
19,1400-1449,3905円,105分,104.9%,866件
20,1450-1499,4124円,102分,105.4%,790件
21,1500-1549,3997円,97分,105.5%,726件
22,1550-1599,4817円,97分,106.6%,706件
23,1600-1649,3997円,93分,105.7%,715件
24,1650-1699,4737円,91分,106.9%,699件
25,1700-1749,4727円,88分,107.2%,712件
26,1750-1799,5232円,84分,108.3%,645件
27,1800-1849,5710円,82分,109.3%,602件
28,1850-1899,5842円,80分,109.7%,633件
29,1900-1949,6015円,78分,110.3%,594件
30,1950-1999,5887円,74分,110.7%,590件
31,2000-2049,6160円,72分,111.4%,603件
32,2050-2099,6715円,68分,113.2%,605件
33,2100-2149,7066円,64分,114.7%,529件
34,2150-2199,6991円,59分,115.9%,561件
35,2200-2249,6604円,53分,116.6%,523件
36,2250-2299,7126円,48分,119.9%,510件
37,2300-2349,7559円,46分,122.1%,493件
38,2350-2399,7403円,44分,122.7%,477件
39,2400-2449,7501円,41分,124.1%,475件
40,2450-2499,7757円,41分,125.4%,483件
41,2500-2549,8505円,38分,129.8%,447件
42,2550-2599,8756円,37分,131.2%,447件
43,2600-2649,8864円,37分,131.9%,436件
44,2650-2699,9320円,36分,134.8%,401件
45,2700-2749,10319円,33分,142.3%,418件
46,2750-2799,10519円,30分,146%,395件
47,2800-2849,10977円,27分,153.4%,382件
48,2850-2899,11906円,25分,162.4%,357件
49,2900-2949,11810円,26分,160.6%,319件
