,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2544円,157分,97.8%,31952件
1,250-299,-2312円,157分,98%,9645件
2,300-349,-1885円,156分,98.4%,5182件
3,350-399,-1876円,153分,98.4%,3489件
4,400-449,-1420円,149分,98.7%,2932件
5,450-499,-1555円,149分,98.6%,2450件
6,500-549,-1199円,148分,98.9%,2392件
7,550-599,-1032円,144分,99%,2284件
8,600-649,-1078円,144分,99%,2246件
9,650-699,-754円,139分,99.3%,2187件
10,700-749,-797円,138分,99.2%,2193件
11,750-799,-805円,136分,99.2%,2145件
12,800-849,-196円,135分,99.8%,2220件
13,850-899,-287円,133分,99.7%,2035件
14,900-949,-113円,128分,99.9%,2257件
15,950-999,321円,127分,100.3%,2348件
16,1000-1049,661円,124分,100.7%,2191件
17,1050-1099,787円,122分,100.9%,2145件
18,1100-1149,771円,121分,100.8%,2034件
19,1150-1199,589円,119分,100.7%,2038件
20,1200-1249,965円,115分,101.1%,1899件
21,1250-1299,1403円,111分,101.7%,1879件
22,1300-1349,1429円,111分,101.7%,1779件
23,1350-1399,1382円,108分,101.7%,1730件
24,1400-1449,1978円,104分,102.5%,1732件
25,1450-1499,1718円,103分,102.2%,1729件
26,1500-1549,1913円,99分,102.6%,1619件
27,1550-1599,2183円,97分,103%,1562件
28,1600-1649,2789円,95分,103.9%,1620件
29,1650-1699,2919円,91分,104.3%,1498件
30,1700-1749,2988円,89分,104.5%,1512件
31,1750-1799,3166円,86分,104.9%,1508件
32,1800-1849,2962円,85分,104.7%,1416件
33,1850-1899,3633円,81分,106%,1354件
34,1900-1949,3511円,77分,106.1%,1405件
35,1950-1999,3760円,73分,106.9%,1331件
36,2000-2049,3652円,69分,107.1%,1275件
37,2050-2099,4317円,66分,108.7%,1275件
38,2100-2149,4812円,63分,110.2%,1230件
39,2150-2199,4574円,59分,110.3%,1191件
40,2200-2249,4813円,56分,111.4%,1193件
41,2250-2299,5085円,53分,112.8%,1180件
42,2300-2349,5384円,50分,114.4%,1143件
43,2350-2399,5446円,47分,115.3%,1047件
44,2400-2449,6232円,44分,119%,1064件
45,2450-2499,6202円,44分,119%,1024件
46,2500-2549,6648円,42分,120.9%,986件
47,2550-2599,7077円,40分,123.6%,1018件
48,2600-2649,7658円,38分,126.5%,949件
49,2650-2699,7789円,38分,127.2%,808件
