,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-1736円,152分,98.5%,56件
1,500-549,-1162円,148分,99%,87件
2,550-599,-782円,145分,99.3%,112件
3,600-649,-1272円,141分,98.8%,151件
4,650-699,44円,140分,100%,157件
5,700-749,-95円,138分,99.9%,171件
6,750-799,-143円,136分,99.9%,193件
7,800-849,-580円,136分,99.4%,235件
8,850-899,-5円,132分,100%,231件
9,900-949,338円,131分,100.3%,232件
10,950-999,1244円,126分,101.3%,306件
11,1000-1049,1453円,124分,101.6%,287件
12,1050-1099,658円,122分,100.7%,342件
13,1100-1149,1454円,123分,101.6%,332件
14,1150-1199,1038円,118分,101.2%,341件
15,1200-1249,689円,116分,100.8%,389件
16,1250-1299,1468円,116分,101.7%,381件
17,1300-1349,1783円,111分,102.1%,323件
18,1350-1399,1193円,112分,101.4%,337件
19,1400-1449,1946円,105分,102.5%,351件
20,1450-1499,1426円,105分,101.8%,339件
21,1500-1549,2289円,100分,103.1%,341件
22,1550-1599,1789円,96分,102.5%,334件
23,1600-1649,3540円,94分,105%,333件
24,1650-1699,3717円,92分,105.4%,368件
25,1700-1749,2796円,88分,104.2%,295件
26,1750-1799,3107円,86分,104.8%,300件
27,1800-1849,3894円,81分,106.4%,283件
28,1850-1899,4065円,77分,107.1%,280件
29,1900-1949,4684円,75分,108.3%,255件
30,1950-1999,4630円,73分,108.5%,248件
31,2000-2049,4580円,68分,109%,229件
32,2050-2099,5287円,67分,110.6%,227件
33,2100-2149,5640円,62分,112.1%,224件
34,2150-2199,4712円,61分,110.3%,221件
35,2200-2249,3488円,60分,107.7%,199件
36,2250-2299,5397円,52分,113.9%,184件
37,2300-2349,5399円,51分,114.2%,181件
38,2350-2399,5715円,47分,116.2%,188件
39,2400-2449,5764円,46分,116.6%,185件
40,2450-2499,6353円,43分,119.7%,158件
41,2500-2549,6072円,43分,119%,172件
42,2550-2599,6754円,42分,121.4%,140件
43,2600-2649,8280円,37分,129.7%,158件
44,2650-2699,8881円,37分,132.2%,125件
45,2700-2749,9433円,33分,138.2%,155件
46,2750-2799,9696円,34分,138.6%,123件
47,2800-2849,10947円,29分,150.9%,116件
48,2850-2899,12124円,25分,164.4%,113件
49,2900-2949,12889円,23分,174.9%,116件
