,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,4626円,127分,104.8%,1192件
1,1050-1099,4262円,124分,104.6%,1180件
2,1100-1149,4485円,125分,104.8%,1052件
3,1150-1199,4735円,121分,105.2%,1028件
4,1200-1249,4430円,121分,104.9%,915件
5,1250-1299,4240円,114分,104.9%,861件
6,1300-1349,4879円,114分,105.7%,882件
7,1350-1399,5376円,110分,106.5%,801件
8,1400-1449,4712円,109分,105.8%,754件
9,1450-1499,4958円,107分,106.2%,789件
10,1500-1549,5804円,101分,107.7%,802件
11,1550-1599,5349円,98分,107.2%,748件
12,1600-1649,6120円,97分,108.4%,629件
13,1650-1699,5879円,94分,108.3%,630件
14,1700-1749,6096円,92分,108.9%,628件
15,1750-1799,5601円,89分,108.4%,612件
16,1800-1849,5836円,85分,109.2%,615件
17,1850-1899,6201円,81分,110.2%,569件
18,1900-1949,6233円,78分,110.6%,546件
19,1950-1999,6219円,73分,111.4%,542件
20,2000-2049,6314円,71分,111.9%,511件
21,2050-2099,6090円,67分,112%,508件
22,2100-2149,6387円,66分,112.8%,488件
23,2150-2199,6693円,62分,114.5%,476件
24,2200-2249,7017円,57分,116.3%,462件
25,2250-2299,7084円,55分,117%,462件
26,2300-2349,7222円,51分,118.9%,422件
27,2350-2399,7178円,50分,119.2%,407件
28,2400-2449,7204円,47分,120.3%,372件
29,2450-2499,8022円,45分,123.6%,386件
30,2500-2549,8235円,44分,125.1%,371件
31,2550-2599,8877円,42分,128.1%,358件
32,2600-2649,9468円,40分,131.7%,389件
33,2650-2699,10177円,37分,136.2%,350件
34,2700-2749,10648円,35分,140.8%,372件
35,2750-2799,11678円,33分,147.4%,325件
36,2800-2849,12209円,30分,154.3%,307件
37,2850-2899,13251円,27分,166.1%,282件
38,2900-2949,14131円,23分,180.6%,247件
