,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-321円,151分,99.7%,18671件
1,400-449,-92円,151分,99.9%,5709件
2,450-499,419円,148分,100.4%,3014件
3,500-549,511円,145分,100.5%,2063件
4,550-599,580円,145分,100.5%,1729件
5,600-649,389円,143分,100.4%,1427件
6,650-699,714円,141分,100.7%,1407件
7,700-749,935円,137分,100.9%,1327件
8,750-799,954円,137分,100.9%,1374件
9,800-849,1311円,133分,101.3%,1227件
10,850-899,1023円,131分,101%,1245件
11,900-949,1465円,129分,101.5%,1288件
12,950-999,1668円,129分,101.7%,1274件
13,1000-1049,1617円,125分,101.7%,1144件
14,1050-1099,2077円,120分,102.3%,1355件
15,1100-1149,2209円,118分,102.5%,1351件
16,1150-1199,2488円,117分,102.8%,1294件
17,1200-1249,3047円,115分,103.5%,1247件
18,1250-1299,3366円,114分,103.9%,1223件
19,1300-1349,2814円,111分,103.4%,1209件
20,1350-1399,2956円,108分,103.7%,1112件
21,1400-1449,3196円,104分,104.1%,1061件
22,1450-1499,3652円,103分,104.7%,998件
23,1500-1549,3101円,100分,104.1%,1018件
24,1550-1599,3860円,97分,105.3%,1023件
25,1600-1649,3692円,94分,105.2%,1003件
26,1650-1699,4059円,91分,106%,943件
27,1700-1749,4171円,89分,106.3%,864件
28,1750-1799,4500円,87分,106.9%,913件
29,1800-1849,4890円,83分,107.9%,863件
30,1850-1899,4653円,80分,107.8%,847件
31,1900-1949,5180円,78分,108.9%,867件
32,1950-1999,5211円,75分,109.2%,846件
33,2000-2049,5818円,72分,110.8%,772件
34,2050-2099,5789円,66分,111.6%,802件
35,2100-2149,5596円,62分,112%,787件
36,2150-2199,5599円,57分,113.1%,723件
37,2200-2249,6261円,54分,115.4%,719件
38,2250-2299,6405円,51分,116.7%,712件
39,2300-2349,6294円,48分,117.5%,678件
40,2350-2399,6473円,46分,118.9%,694件
41,2400-2449,7097円,43分,122%,652件
42,2450-2499,7237円,42分,123.1%,636件
43,2500-2549,7373円,41分,123.7%,613件
44,2550-2599,8020円,40分,126.7%,567件
45,2600-2649,8740円,37分,131.4%,609件
46,2650-2699,8876円,36分,132.8%,555件
47,2700-2749,9338円,33分,137.4%,575件
48,2750-2799,10180円,32分,143%,522件
49,2800-2849,9864円,32分,141%,461件
