,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,195円,143分,100.2%,30件
1,950-999,4343円,117分,104.9%,28件
2,1000-1049,854円,127分,100.9%,35件
3,1050-1099,1178円,131分,101.2%,29件
4,1100-1149,3618円,122分,103.9%,47件
5,1150-1199,2267円,115分,102.6%,46件
6,1200-1249,3388円,114分,104%,63件
7,1250-1299,2988円,112分,103.6%,60件
8,1300-1349,3026円,113分,103.6%,73件
9,1350-1399,3292円,108分,104%,65件
10,1400-1449,3472円,103分,104.5%,70件
11,1450-1499,2889円,99分,103.9%,64件
12,1500-1549,3623円,95分,105.1%,74件
13,1550-1599,2440円,97分,103.3%,86件
14,1600-1649,3732円,92分,105.4%,88件
15,1650-1699,4219円,91分,106.2%,107件
16,1700-1749,4149円,88分,106.3%,90件
17,1750-1799,4848円,88分,107.4%,94件
18,1800-1849,5335円,84分,108.4%,88件
19,1850-1899,4769円,80分,108%,75件
20,1900-1949,4965円,74分,108.9%,104件
21,1950-1999,4745円,73分,108.6%,95件
22,2000-2049,4459円,69分,108.6%,85件
23,2050-2099,6303円,63分,113.4%,80件
24,2100-2149,4524円,63分,109.6%,63件
25,2150-2199,4552円,61分,109.9%,75件
26,2200-2249,5091円,57分,111.8%,54件
27,2250-2299,4728円,55分,111.4%,54件
28,2300-2349,5750円,48分,116.1%,60件
29,2350-2399,7136円,44分,121.6%,62件
30,2400-2449,6260円,45分,118.6%,47件
31,2450-2499,5400円,46分,115.7%,49件
32,2500-2549,7623円,41分,124.6%,59件
33,2550-2599,7475円,40分,124.8%,47件
34,2600-2649,7928円,39分,127.1%,57件
35,2650-2699,8015円,40分,127%,54件
36,2700-2749,9276円,35分,135.8%,42件
37,2750-2799,10557円,32分,144.4%,39件
38,2800-2849,10563円,28分,149.8%,37件
39,2850-2899,11800円,24分,166.1%,36件
40,2900-2949,12871円,23分,173.8%,47件
