,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,6085円,104分,107.8%,1445件
1,1550-1599,6140円,100分,108.2%,1348件
2,1600-1649,6252円,98分,108.5%,1284件
3,1650-1699,6729円,96分,109.4%,1324件
4,1700-1749,6850円,91分,110%,1254件
5,1750-1799,6910円,89分,110.3%,1272件
6,1800-1849,7066円,87分,110.9%,1245件
7,1850-1899,6942円,84分,111%,1188件
8,1900-1949,7461円,80分,112.4%,1139件
9,1950-1999,7334円,76分,112.9%,1180件
10,2000-2049,6973円,72分,113%,1112件
11,2050-2099,6866円,67分,113.6%,1071件
12,2100-2149,7506円,64分,115.6%,1049件
13,2150-2199,7578円,61分,116.4%,1005件
14,2200-2249,7419円,58分,117.1%,977件
15,2250-2299,7518円,54分,118.4%,988件
16,2300-2349,7743円,51分,120.3%,967件
17,2350-2399,7813円,48分,121.8%,940件
18,2400-2449,7961円,47分,122.8%,877件
19,2450-2499,8677円,44分,126.2%,873件
20,2500-2549,8769円,43分,127%,852件
21,2550-2599,9149円,42分,129%,810件
22,2600-2649,9696円,39分,132.8%,847件
23,2650-2699,10256円,38分,136.1%,779件
24,2700-2749,10218円,38分,136.1%,655件
