,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3679円,134分,103.7%,50件
1,900-949,5276円,126分,105.6%,47件
2,950-999,4821円,112分,105.7%,57件
3,1000-1049,2680円,121分,102.9%,87件
4,1050-1099,3483円,121分,103.8%,79件
5,1100-1149,4810円,119分,105.4%,83件
6,1150-1199,4418円,114分,105.2%,102件
7,1200-1249,2642円,119分,103%,103件
8,1250-1299,5335円,114分,106.2%,111件
9,1300-1349,6469円,109分,107.9%,125件
10,1350-1399,4716円,108分,105.8%,124件
11,1400-1449,3333円,104分,104.3%,150件
12,1450-1499,5938円,100分,107.9%,139件
13,1500-1549,5815円,103分,107.5%,151件
14,1550-1599,5994円,94分,108.5%,149件
15,1600-1649,7152円,88分,110.9%,155件
16,1650-1699,6636円,88分,110%,128件
17,1700-1749,6874円,89分,110.3%,131件
18,1750-1799,7238円,82分,111.8%,118件
19,1800-1849,6142円,80分,110.2%,126件
20,1850-1899,6595円,81分,110.8%,107件
21,1900-1949,6622円,71分,112.5%,105件
22,1950-1999,7037円,72分,113%,99件
23,2000-2049,6950円,69分,113.4%,111件
24,2050-2099,7472円,64分,115.5%,95件
25,2100-2149,9261円,59分,120.8%,79件
26,2150-2199,9179円,62分,119.8%,92件
27,2200-2249,8124円,56分,119.5%,76件
28,2250-2299,10451円,48分,128.8%,63件
29,2300-2349,7451円,48分,120.6%,62件
30,2350-2399,7506円,43分,123.4%,53件
31,2400-2449,7499円,40分,124.7%,73件
32,2450-2499,10100円,34分,139.7%,74件
33,2500-2549,9890円,34分,138.8%,67件
34,2550-2599,9623円,38分,133.7%,58件
35,2600-2649,9740円,37分,134.7%,50件
36,2650-2699,11446円,33分,146.7%,55件
37,2700-2749,10791円,31分,145.8%,56件
38,2750-2799,12283円,30分,155%,47件
39,2800-2849,12079円,27分,159.2%,57件
40,2850-2899,12479円,24分,169.6%,49件
41,2900-2949,12355円,22分,175.2%,36件
