,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,8431円,108分,110.4%,72件
1,1450-1499,9114円,103分,111.7%,74件
2,1500-1549,8783円,107分,111%,71件
3,1550-1599,7686円,100分,110.3%,83件
4,1600-1649,7906円,100分,110.6%,91件
5,1650-1699,8543円,91分,112.6%,84件
6,1700-1749,9218円,90分,113.7%,74件
7,1750-1799,7904円,93分,111.4%,82件
8,1800-1849,9224円,82分,114.9%,75件
9,1850-1899,8893円,85分,113.9%,82件
10,1900-1949,10141円,78分,117.3%,85件
11,1950-1999,7953円,75分,114.1%,75件
12,2000-2049,9579円,68分,118.8%,67件
13,2050-2099,10918円,70分,120.7%,83件
14,2100-2149,9420円,64分,119.7%,61件
15,2150-2199,7014円,62分,115.1%,62件
16,2200-2249,9069円,54分,122.3%,59件
17,2250-2299,11223円,47分,131.7%,67件
18,2300-2349,8662円,48分,124.3%,43件
19,2350-2399,10233円,42分,132.2%,48件
20,2400-2449,10294円,38分,136.1%,41件
21,2450-2499,9641円,43分,129.8%,38件
22,2500-2549,10217円,39分,135.3%,50件
23,2550-2599,11345円,37分,140.4%,53件
24,2600-2649,11441円,36分,141.8%,51件
25,2650-2699,11071円,39分,138.1%,39件
26,2700-2749,11647円,35分,144.5%,40件
27,2750-2799,12262円,33分,150.2%,45件
28,2800-2849,12671円,29分,157.9%,41件
29,2850-2899,13840円,27分,169.2%,28件
30,2900-2949,13879円,22分,184.7%,36件
