,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-141円,146分,99.9%,12918件
1,500-549,149円,145分,100.1%,4060件
2,550-599,721円,142分,100.7%,2139件
3,600-649,791円,141分,100.8%,1441件
4,650-699,705円,139分,100.7%,1204件
5,700-749,656円,137分,100.6%,1017件
6,750-799,1165円,135分,101.2%,959件
7,800-849,1426円,130分,101.5%,942件
8,850-899,1125円,131分,101.1%,964件
9,900-949,1577円,127分,101.7%,868件
10,950-999,1285円,126分,101.4%,845件
11,1000-1049,1856円,123分,102%,917件
12,1050-1099,2456円,124分,102.6%,903件
13,1100-1149,2030円,119分,102.3%,795件
14,1150-1199,2161円,115分,102.5%,949件
15,1200-1249,2497円,113分,102.9%,919件
16,1250-1299,2708円,112分,103.2%,861件
17,1300-1349,3580円,108分,104.4%,869件
18,1350-1399,3833円,107分,104.8%,826件
19,1400-1449,3359円,105分,104.3%,866件
20,1450-1499,3595円,101分,104.7%,790件
21,1500-1549,3499円,96分,104.8%,726件
22,1550-1599,4301円,97分,105.9%,706件
23,1600-1649,3517円,93分,105.1%,715件
24,1650-1699,4256円,91分,106.3%,699件
25,1700-1749,4269円,87分,106.5%,712件
26,1750-1799,4781円,84分,107.6%,645件
27,1800-1849,5261円,81分,108.6%,602件
28,1850-1899,5406円,80分,109.1%,633件
29,1900-1949,5587円,77分,109.6%,594件
30,1950-1999,5483円,73分,110%,590件
31,2000-2049,5762円,71分,110.7%,603件
32,2050-2099,6331円,68分,112.5%,605件
33,2100-2149,6696円,64分,114%,529件
34,2150-2199,6652円,58分,115.2%,561件
35,2200-2249,6303円,53分,115.9%,523件
36,2250-2299,6843円,47分,119.2%,510件
37,2300-2349,7291円,45分,121.4%,493件
38,2350-2399,7146円,43分,122%,477件
39,2400-2449,7249円,41分,123.4%,475件
40,2450-2499,7505円,41分,124.7%,483件
41,2500-2549,8379円,38分,129.5%,447件
42,2550-2599,8631円,37分,130.8%,447件
43,2600-2649,8739円,37分,131.6%,436件
44,2650-2699,9195円,36分,134.4%,401件
45,2700-2749,10193円,32分,141.9%,418件
46,2750-2799,10393円,30分,145.6%,395件
47,2800-2849,10852円,27分,153%,382件
48,2850-2899,11781円,25分,162%,357件
49,2900-2949,11685円,26分,160.2%,319件
