,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2092円,163分,98.3%,46521件
1,150-199,-2031円,162分,98.3%,13917件
2,200-249,-1631円,161分,98.6%,7392件
3,250-299,-1437円,156分,98.8%,5074件
4,300-349,-1264円,153分,98.9%,4115件
5,350-399,-1097円,153分,99%,3562件
6,400-449,-761円,152分,99.3%,3473件
7,450-499,-572円,148分,99.5%,3353件
8,500-549,-691円,147分,99.4%,3280件
9,550-599,-293円,143分,99.7%,3182件
10,600-649,-317円,142分,99.7%,3171件
11,650-699,-313円,140分,99.7%,3154件
12,700-749,-79円,139分,99.9%,3157件
13,750-799,269円,136分,100.3%,3006件
14,800-849,110円,133分,100.1%,3267件
15,850-899,449円,132分,100.5%,3358件
16,900-949,631円,129分,100.7%,3220件
17,950-999,1012円,126分,101.1%,3133件
18,1000-1049,985円,126分,101%,2999件
19,1050-1099,871円,124分,100.9%,2978件
20,1100-1149,1200円,120分,101.3%,2780件
21,1150-1199,1466円,117分,101.7%,2722件
22,1200-1249,1584円,116分,101.8%,2612件
23,1250-1299,1902円,113分,102.2%,2542件
24,1300-1349,1946円,110分,102.4%,2508件
25,1350-1399,1714円,108分,102.1%,2507件
26,1400-1449,2326円,104分,103%,2425件
27,1450-1499,2310円,103分,103%,2301件
28,1500-1549,2641円,100分,103.5%,2342件
29,1550-1599,2791円,97分,103.8%,2209件
30,1600-1649,2933円,95分,104.1%,2222件
31,1650-1699,3030円,92分,104.4%,2219件
32,1700-1749,3152円,89分,104.7%,2115件
33,1750-1799,3445円,87分,105.3%,1986件
34,1800-1849,3297円,83分,105.3%,2068件
35,1850-1899,3655円,80分,106.1%,2019件
36,1900-1949,3391円,76分,106%,1810件
37,1950-1999,4232円,73分,107.8%,1886件
38,2000-2049,4427円,70分,108.5%,1791件
39,2050-2099,4386円,67分,108.8%,1776件
40,2100-2149,4457円,64分,109.3%,1744件
41,2150-2199,4692円,61分,110.3%,1721件
42,2200-2249,4942円,57分,111.5%,1634件
43,2250-2299,5194円,54分,112.8%,1564件
44,2300-2349,5772円,50分,115.5%,1568件
45,2350-2399,5600円,48分,115.5%,1524件
46,2400-2449,6115円,45分,118%,1490件
47,2450-2499,6531円,43分,120.1%,1488件
48,2500-2549,6866円,42分,121.5%,1410件
49,2550-2599,6877円,42分,121.8%,1177件
