,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3599円,135分,103.6%,469件
1,900-949,3716円,133分,103.7%,523件
2,950-999,3040円,133分,103%,542件
3,1000-1049,3193円,129分,103.3%,596件
4,1050-1099,4120円,122分,104.5%,612件
5,1100-1149,4168円,127分,104.4%,603件
6,1150-1199,4029円,121分,104.5%,612件
7,1200-1249,4732円,116分,105.5%,583件
8,1250-1299,4217円,117分,104.8%,528件
9,1300-1349,4178円,114分,104.9%,554件
10,1350-1399,5061円,109分,106.2%,518件
11,1400-1449,4326円,108分,105.4%,480件
12,1450-1499,4603円,106分,105.8%,488件
13,1500-1549,4978円,103分,106.4%,486件
14,1550-1599,5668円,98分,107.7%,458件
15,1600-1649,5056円,96分,107%,460件
16,1650-1699,5505円,95分,107.8%,449件
17,1700-1749,4929円,89分,107.4%,391件
18,1750-1799,5908円,88分,108.9%,358件
19,1800-1849,5766円,85分,109%,379件
20,1850-1899,6555円,81分,110.8%,323件
21,1900-1949,5595円,78分,109.6%,307件
22,1950-1999,7316円,75分,113%,307件
23,2000-2049,5702円,72分,110.6%,298件
24,2050-2099,5999円,69分,111.7%,301件
25,2100-2149,6527円,63分,113.8%,289件
26,2150-2199,6598円,61分,114.4%,271件
27,2200-2249,6572円,58分,115%,270件
28,2250-2299,6977円,53分,117.6%,236件
29,2300-2349,5973円,53分,114.9%,245件
30,2350-2399,7061円,49分,119.2%,206件
31,2400-2449,7169円,47分,120.3%,237件
32,2450-2499,8351円,43分,125.7%,222件
33,2500-2549,8319円,42分,126.1%,216件
34,2550-2599,8714円,42分,127.8%,255件
35,2600-2649,8879円,40分,129.3%,214件
36,2650-2699,9720円,37分,134.8%,189件
37,2700-2749,10671円,35分,140.5%,190件
38,2750-2799,11218円,34分,144.5%,178件
39,2800-2849,12191円,30分,154.1%,175件
40,2850-2899,12934円,27分,164.9%,149件
41,2900-2949,14440円,24分,179.7%,137件
