,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,2852円,130分,102.9%,2086件
1,1050-1099,3149円,126分,103.3%,2003件
2,1100-1149,3687円,123分,104%,2061件
3,1150-1199,4343円,122分,104.7%,1888件
4,1200-1249,3779円,119分,104.2%,1911件
5,1250-1299,4393円,115分,105.1%,1900件
6,1300-1349,3588円,115分,104.2%,1791件
7,1350-1399,3864円,112分,104.6%,1836件
8,1400-1449,4554円,108分,105.6%,1730件
9,1450-1499,4714円,106分,105.9%,1749件
10,1500-1549,4700円,103分,106.1%,1625件
11,1550-1599,4822円,99分,106.5%,1633件
12,1600-1649,5159円,98分,107%,1540件
13,1650-1699,4651円,95分,106.6%,1511件
14,1700-1749,5072円,91分,107.4%,1446件
15,1750-1799,5420円,88分,108.2%,1456件
16,1800-1849,4949円,85分,107.8%,1403件
17,1850-1899,5103円,82分,108.3%,1368件
18,1900-1949,5090円,78分,108.8%,1373件
19,1950-1999,5822円,75分,110.3%,1330件
20,2000-2049,5632円,72分,110.4%,1312件
21,2050-2099,5965円,69分,111.4%,1268件
22,2100-2149,5930円,67分,111.9%,1169件
23,2150-2199,5551円,63分,111.8%,1164件
24,2200-2249,6386円,60分,114.2%,1147件
25,2250-2299,6450円,55分,115.5%,1147件
26,2300-2349,6540円,52分,116.7%,1061件
27,2350-2399,6595円,49分,117.9%,1096件
28,2400-2449,7185円,47分,120.2%,1015件
29,2450-2499,7691円,46分,122.4%,1015件
30,2500-2549,8075円,44分,124.3%,954件
31,2550-2599,8754円,43分,127.3%,853件
32,2600-2649,9331円,40分,131.4%,708件
33,2650-2699,9861円,38分,134.5%,631件
34,2700-2749,10442円,35分,139.5%,473件
35,2750-2799,11420円,33分,146.1%,370件
36,2800-2849,12185円,30分,154.9%,317件
37,2850-2899,13618円,27分,168%,264件
38,2900-2949,13959円,25分,175.8%,192件
